2.874201689162630942e+02,2.874199770281487076e+02,2.874130644514006576e+02,2.874169785310186285e+02,2.873957779778780832e+02,2.873944804400243811e+02,2.873822143902225434e+02,2.874084404537605337e+02,2.873658941668631428e+02,2.873778777620341884e+02,2.874001494814118587e+02,2.874002405812035477e+02,2.873584153857476622e+02,2.873392341623291486e+02,2.873423299549558578e+02,2.873374308033871216e+02,2.873375512919927246e+02,2.873408893063610776e+02,2.873214969742493281e+02,2.873228477225623578e+02,2.873514554398272480e+02,2.873622743988478874e+02,2.874077906388947099e+02,2.874098856404523872e+02
2.874206214208808774e+02,2.874206359190686157e+02,2.874115731836715781e+02,2.874130200947084859e+02,2.873914848901500250e+02,2.873893251057256180e+02,2.873771944507869307e+02,2.874027509483660765e+02,2.873615621760687304e+02,2.873729289454317382e+02,2.873956965559889909e+02,2.873949321401038901e+02,2.873528587705772566e+02,2.873331204028539219e+02,2.873347613675330763e+02,2.873306558439171567e+02,2.873303272077405381e+02,2.873330165889599925e+02,2.873162232598607488e+02,2.873196171046301970e+02,2.873487370927281859e+02,2.873600166877291144e+02,2.874057544938879687e+02,2.874062842861259242e+02
2.874212577957281383e+02,2.874216203265909826e+02,2.874104770879883404e+02,2.874095703423070063e+02,2.873875424685742246e+02,2.873843715094450317e+02,2.873722279869595013e+02,2.873969754152594760e+02,2.873573565751862589e+02,2.873682898352108737e+02,2.873916753012877621e+02,2.873902165521548113e+02,2.873480234458260156e+02,2.873276712220809372e+02,2.873278370678015676e+02,2.873242983088390474e+02,2.873233483061906099e+02,2.873252377398083013e+02,2.873111168565006892e+02,2.873165629144790501e+02,2.873462925137898765e+02,2.873578386082521661e+02,2.874037116032465065e+02,2.874028448814271428e+02
2.874220287561186638e+02,2.874228663313026573e+02,2.874097460769291956e+02,2.874066275884516699e+02,2.873839654178621004e+02,2.873796494659476934e+02,2.873673507855418165e+02,2.873911492298417443e+02,2.873533023592655695e+02,2.873639889556999947e+02,2.873880908807672085e+02,2.873861105840419441e+02,2.873439399830741081e+02,2.873229273139278916e+02,2.873216253006632428e+02,2.873184317133787999e+02,2.873166997009746524e+02,2.873176488199566734e+02,2.873062461009519666e+02,2.873137321387703196e+02,2.873441453600237310e+02,2.873557496751531630e+02,2.874016659081896705e+02,2.873995869797901719e+02
2.874228903041907301e+02,2.874243145484279012e+02,2.874093545436168142e+02,2.874041937679711509e+02,2.873807726549119934e+02,2.873751963544831369e+02,2.873626161818110063e+02,2.873853266235762476e+02,2.873494374396939861e+02,2.873600626665539153e+02,2.873849545713506473e+02,2.873826314851143024e+02,2.873406361204840778e+02,2.873189299560879704e+02,2.873161939779612908e+02,2.873131300816955900e+02,2.873104698761353575e+02,2.873103519136585646e+02,2.873016842513854385e+02,2.873111797575857622e+02,2.873423290800519112e+02,2.873537709431391818e+02,2.873996285049315702e+02,2.873965335266286161e+02
2.874238198762345746e+02,2.874259257973085369e+02,2.874092968270755364e+02,2.874022894569062601e+02,2.873780027644612005e+02,2.873710703381855183e+02,2.873581154057318940e+02,2.873795991363520557e+02,2.873458286042771874e+02,2.873565688240325926e+02,2.873822979778145168e+02,2.873798087400599570e+02,2.873381463004772058e+02,2.873157298573068488e+02,2.873116177749764688e+02,2.873084759854907020e+02,2.873047577592365087e+02,2.873034618923987296e+02,2.872975150927257459e+02,2.873089734901736847e+02,2.873408908742570702e+02,2.873519403583418352e+02,2.873976232458881555e+02,2.873937157598530234e+02
2.874248460001550711e+02,2.874277088827900570e+02,2.874096109725294923e+02,2.874009738011135369e+02,2.873757378385394645e+02,2.873673761303106176e+02,2.873539995599149393e+02,2.873741221632926113e+02,2.873425961940679940e+02,2.873536090139759835e+02,2.873801944502575907e+02,2.873777036362069452e+02,2.873365291614579178e+02,2.873134044930830555e+02,2.873079948344123977e+02,2.873045823677262547e+02,2.872996980099675284e+02,2.872971345946698989e+02,2.872938595257704151e+02,2.873072170527630647e+02,2.873399122931178340e+02,2.873503402908345947e+02,2.873957187882567723e+02,2.873912022855413397e+02
2.874260797436832604e+02,2.874297497493041078e+02,2.874104012654747748e+02,2.874003616571754378e+02,2.873741258363915563e+02,2.873642931361903834e+02,2.873504945701050701e+02,2.873691395754324844e+02,2.873399379727429164e+02,2.873513506058986877e+02,2.873787800440188676e+02,2.873764296478278197e+02,2.873358865039300554e+02,2.873120775557558204e+02,2.873054661820401634e+02,2.873016180663033765e+02,2.872954917661570562e+02,2.872916020398079695e+02,2.872909102498232414e+02,2.873060809719419240e+02,2.873395371807046672e+02,2.873491355023821257e+02,2.873940735980156660e+02,2.873891401724868047e+02
2.874277051829853349e+02,2.874322028960269790e+02,2.874118266612176171e+02,2.874006101321565438e+02,2.873733661622271711e+02,2.873620614299742897e+02,2.873478768859699812e+02,2.873649618482742198e+02,2.873381111550876312e+02,2.873500114284735218e+02,2.873782399125389020e+02,2.873761415590538491e+02,2.873363536727474070e+02,2.873119078789105174e+02,2.873042041964802138e+02,2.872997957472569510e+02,2.872923937506580501e+02,2.872871586067798262e+02,2.872889210789996355e+02,2.873057924447455207e+02,2.873399625168435136e+02,2.873485649487005276e+02,2.873929309555532541e+02,2.873877501626649860e+02
2.874299331605572547e+02,2.874352490299568217e+02,2.874140603124449740e+02,2.874018803622818155e+02,2.873736647909786370e+02,2.873609309068805828e+02,2.873464197304844561e+02,2.873619058231346344e+02,2.873373794646495867e+02,2.873498131028983380e+02,2.873787655170105495e+02,2.873769977018889108e+02,2.873380652779699744e+02,2.873130520159609205e+02,2.873043745481002702e+02,2.872993271859767219e+02,2.872906610254315751e+02,2.872841036841148821e+02,2.872881548933846716e+02,2.873065877466639790e+02,2.873413950616312604e+02,2.873488896576685079e+02,2.873925650010555728e+02,2.873872771041686178e+02
