latitude,longitude,CO2_1000_hPa,CO2_500_hPa,CO2_300_hPa,CO2_10_hPa,CO2_1_hPa
75.0,-70.0,0.00065365364,0.0006518502,0.0006430031,0.0006293304,0.00062779535
75.0,-65.0,0.00065368373,0.00065268914,0.00064312876,0.00062927965,0.00062778866
75.0,-60.0,0.00065331924,0.0006526286,0.0006455496,0.00062947354,0.0006278007
75.0,-55.0,0.0006523907,0.000651383,0.00064868643,0.00062897435,0.0006278501
75.0,-50.0,0.00065225404,0.000651291,0.00065050996,0.0006288609,0.0006278225
75.0,-45.0,0.0006517721,0.00065178674,0.0006524431,0.00062886317,0.0006278064
75.0,-40.0,0.000651516,0.00065196725,0.000651359,0.00062908453,0.0006278199
75.0,-35.0,0.0006517594,0.0006522022,0.0006516463,0.000629064,0.00062783767
75.0,-30.0,0.00065204443,0.0006515561,0.0006520943,0.00062929216,0.0006278544
75.0,-25.0,0.0006524994,0.0006521957,0.0006502829,0.00062893523,0.0006278599
75.0,-20.0,0.00065375067,0.000651179,0.0006507131,0.0006291103,0.00062785845
75.0,-15.0,0.0006539056,0.0006514432,0.00064544834,0.0006290612,0.00062785245
75.0,-10.0,0.0006536678,0.00065184303,0.0006441153,0.0006291009,0.0006278665
75.0,-5.0,0.00065348047,0.00065199484,0.00064421835,0.0006289406,0.0006278615
75.0,0.0,0.00065347395,0.0006530881,0.000642776,0.00062887283,0.00062785816
75.0,5.0,0.00065349345,0.0006524029,0.0006415723,0.0006287824,0.0006278667
75.0,10.0,0.0006535014,0.0006529541,0.0006407844,0.0006285945,0.0006278756
75.0,15.0,0.00065371225,0.0006513555,0.0006401028,0.0006285479,0.000627872
75.0,20.0,0.00065339054,0.0006507126,0.0006396364,0.0006286141,0.00062786584
75.0,25.0,0.0006533792,0.0006516726,0.0006392183,0.0006285923,0.0006278638
75.0,30.0,0.0006533056,0.0006540141,0.0006395185,0.0006287289,0.000627862
75.0,35.0,0.00065408694,0.00065330137,0.00063994754,0.0006287088,0.00062787463
75.0,40.0,0.000654174,0.00065349304,0.000639943,0.00062866206,0.0006278763
75.0,45.0,0.00065428147,0.0006539626,0.00064018223,0.00062857254,0.00062787853
75.0,50.0,0.00065431703,0.0006541241,0.000640534,0.00062836264,0.00062787184
75.0,55.0,0.0006545742,0.00065277505,0.00064059487,0.0006286629,0.00062787224
75.0,60.0,0.0006542006,0.00065117533,0.00064095145,0.0006291342,0.00062788045
75.0,65.0,0.0006536904,0.00065414,0.000641387,0.0006290698,0.00062787946
75.0,70.0,0.0006549205,0.0006556783,0.00064286496,0.00062913063,0.0006278939
75.0,75.0,0.0006548834,0.00065454264,0.00064493873,0.00062925095,0.0006278873
75.0,80.0,0.00065480097,0.0006528618,0.0006458615,0.00062912697,0.00062788156
75.0,85.0,0.0006546906,0.0006531762,0.00064262655,0.00062899204,0.0006278553
75.0,90.0,0.0006555355,0.00065572443,0.0006442281,0.00062916527,0.00062784855
75.0,95.0,0.00065590243,0.0006525144,0.0006460209,0.00062935817,0.00062786066
75.0,100.0,0.00065554294,0.00065283215,0.0006460231,0.0006285698,0.00062787137
75.0,105.0,0.00065528473,0.0006526536,0.0006470374,0.00062840886,0.00062786957
75.0,110.0,0.00065503374,0.00065332296,0.00064568286,0.0006280662,0.00062787137
75.0,115.0,0.00065494946,0.0006570052,0.00064515806,0.00062789547,0.0006278727
75.0,120.0,0.00065431447,0.0006523743,0.0006413843,0.0006277628,0.00062788936
75.0,125.0,0.0006544787,0.000655923,0.0006469008,0.0006277365,0.0006278796
75.0,130.0,0.00065503025,0.00065527356,0.00064646755,0.0006276842,0.0006278736
75.0,135.0,0.00065327383,0.0006545174,0.00064853363,0.00062763004,0.0006278953
75.0,140.0,0.0006537782,0.00065559306,0.00065086863,0.0006276717,0.00062789494
75.0,145.0,0.0006542182,0.0006552446,0.0006536225,0.0006276993,0.00062787987
75.0,150.0,0.00065434695,0.0006546209,0.0006524566,0.00062776764,0.00062788615
75.0,155.0,0.0006542906,0.0006545353,0.00064981217,0.00062791596,0.000627882
75.0,160.0,0.0006540056,0.0006558597,0.00064975984,0.0006282093,0.0006278792
75.0,165.0,0.0006537722,0.0006561733,0.00064981676,0.00062843226,0.0006278788
75.0,170.0,0.00065369747,0.0006546046,0.0006494027,0.0006286458,0.0006278728
75.0,175.0,0.0006537772,0.00065436854,0.00064939633,0.00062887534,0.00062787585
75.0,180.0,0.0006536064,0.0006546948,0.00064944726,0.0006288371,0.0006278836
70.0,-175.0,0.0006543477,0.00065440463,0.0006513213,0.00062904664,0.0006278834
70.0,-170.0,0.0006544364,0.0006537257,0.00065182714,0.0006289966,0.0006278851
70.0,-165.0,0.00065450306,0.00065343844,0.0006515918,0.0006285714,0.0006279032
70.0,-160.0,0.0006546726,0.00065309275,0.0006518613,0.0006288183,0.00062790874
70.0,-155.0,0.0006546637,0.00065246964,0.00065259304,0.0006289818,0.000627958
70.0,-150.0,0.0006545367,0.0006525627,0.0006527441,0.000629036,0.0006279659
70.0,-145.0,0.00065477425,0.0006526103,0.0006518504,0.0006290674,0.0006279425
70.0,-140.0,0.0006549533,0.0006518663,0.0006523469,0.00062910723,0.0006279488
70.0,-135.0,0.00065511354,0.0006547156,0.00065247377,0.00062896096,0.00062792207
70.0,-130.0,0.0006546679,0.00065213616,0.0006525576,0.00062875234,0.0006279173
70.0,-125.0,0.00065432396,0.0006535044,0.0006522653,0.00062871666,0.0006279382
70.0,-120.0,0.0006541121,0.0006531384,0.0006515667,0.00062840804,0.0006279386
70.0,-115.0,0.0006543311,0.0006527059,0.00065159705,0.0006278919,0.0006279406
70.0,-110.0,0.00065395434,0.00065284816,0.0006464819,0.000628124,0.0006279602
70.0,-105.0,0.00065407646,0.00065323303,0.00064553233,0.00062784913,0.00062796747
70.0,-100.0,0.00065344776,0.000656017,0.0006439872,0.00062894146,0.0006279502
70.0,-95.0,0.00065355696,0.0006520747,0.0006458447,0.0006289252,0.0006279323
