3.145924462114413132e+02,3.145865300111398142e+02,3.145895145519755260e+02,3.145925536608310153e+02,3.145681196311140866e+02,3.145839950862366550e+02,3.145992521039440248e+02,3.145907613562914094e+02,3.146058588084685539e+02,3.145769008245648024e+02,3.145564010553569574e+02,3.145372405324735610e+02,3.145604787892949616e+02,3.145401609710107778e+02,3.145338756546425429e+02,3.145452229069192072e+02,3.145411833613704857e+02,3.145466206517416481e+02,3.145734172322137283e+02,3.145775371501979976e+02,3.145533417542383745e+02,3.145328106544495199e+02,3.145171038313465601e+02,3.145051608970760526e+02
3.145970023851099313e+02,3.145908745130108741e+02,3.145943341737416290e+02,3.145977187554415195e+02,3.145730154862274617e+02,3.145889793864416220e+02,3.146042591195665636e+02,3.145965902005956423e+02,3.146111757997632026e+02,3.145832062890947327e+02,3.145630861754370358e+02,3.145446108969402417e+02,3.145673304098356766e+02,3.145476503586631907e+02,3.145404191704524806e+02,3.145519897688967035e+02,3.145457364721975182e+02,3.145519681303811126e+02,3.145785835670201323e+02,3.145830796479809237e+02,3.145598759225811136e+02,3.145404389848792448e+02,3.145254031827251993e+02,3.145134131858829392e+02
3.145692288831657493e+02,3.145629640011179617e+02,3.145668943474932462e+02,3.145706011381199687e+02,3.145456047482014128e+02,3.145616626952838715e+02,3.145769753024515580e+02,3.145700992368858238e+02,3.145841431433815387e+02,3.145571864955870751e+02,3.145374139755588203e+02,3.145196147904474060e+02,3.145417844691275491e+02,3.145227195405855696e+02,3.145146458160742213e+02,3.145263862526358025e+02,3.145180176408559305e+02,3.145250073691031503e+02,3.145514556372298784e+02,3.145563196759534321e+02,3.145340488587354457e+02,3.145156800914388668e+02,3.145012948208017178e+02,3.144893603805637667e+02
3.145736968775164542e+02,3.145673720190148401e+02,3.145717608852930880e+02,3.145757601521213473e+02,3.145504622626248192e+02,3.145666138994999415e+02,3.145819630280979595e+02,3.145758462282407208e+02,3.145893174870423650e+02,3.145633868070894437e+02,3.145439259443426749e+02,3.145267937604550639e+02,3.145483892603000413e+02,3.145299160334091653e+02,3.145211189649809285e+02,3.145329817389371101e+02,3.145226245714352444e+02,3.145303338683318657e+02,3.145566233958739417e+02,3.145618402108644887e+02,3.145404354899948203e+02,3.145231057629956126e+02,3.145093472586306689e+02,3.144975642792055055e+02
3.145746510068971702e+02,3.145683455365823988e+02,3.145731745697960946e+02,3.145774336188166558e+02,3.145518425664719189e+02,3.145680794156475599e+02,3.145834628366492325e+02,3.145780706760882595e+02,3.145909405653992508e+02,3.145660423936002985e+02,3.145468509715206551e+02,3.145303716053350627e+02,3.145513678899422985e+02,3.145334631240048111e+02,3.145240697270049282e+02,3.145360099688158471e+02,3.145238139292183064e+02,3.145321981879250757e+02,3.145583298748183552e+02,3.145638818980349356e+02,3.145432710515360100e+02,3.145269471516933777e+02,3.145137845522354496e+02,3.145022365484342686e+02
3.145790249930379900e+02,3.145728155474731125e+02,3.145780591674645166e+02,3.145825448027608786e+02,3.145566823706598711e+02,3.145729881296990129e+02,3.145883969066900931e+02,3.145836937996288043e+02,3.145959406099021294e+02,3.145720745957157760e+02,3.145531030200678515e+02,3.145372575427604147e+02,3.145576304286882419e+02,3.145402761944679355e+02,3.145304185753344086e+02,3.145423983384338840e+02,3.145285322358297435e+02,3.145375409959190733e+02,3.145635082362121580e+02,3.145693760392233571e+02,3.145494797280782677e+02,3.145341242731926741e+02,3.145215210699950603e+02,3.145102817312192656e+02
3.145833631541019599e+02,3.145773191556501729e+02,3.145829442083804679e+02,3.145876255621480482e+02,3.145615246753278598e+02,3.145778745980203439e+02,3.145932926564038894e+02,3.145892430980670724e+02,3.146008574479506592e+02,3.145780168596579074e+02,3.145592092007134397e+02,3.145439728717248045e+02,3.145636985447658844e+02,3.145468848043370826e+02,3.145366937849795477e+02,3.145486824457453281e+02,3.145333280370746252e+02,3.145429040163617174e+02,3.145686921479360194e+02,3.145748552775168037e+02,3.145555894769423730e+02,3.145411603943450132e+02,3.145290750290568553e+02,3.145182073160966070e+02
3.145592610926684074e+02,3.145534409846990798e+02,3.145594078524658244e+02,3.145642574814630166e+02,3.145379617536252681e+02,3.145543231669960278e+02,3.145697279607056771e+02,3.145662965628761185e+02,3.145772834636069319e+02,3.145554553777604951e+02,3.145367563949671990e+02,3.145220992151016048e+02,3.145411554464089932e+02,3.145248785262638762e+02,3.145144760116134535e+02,3.145264476421962740e+02,3.145097928707679671e+02,3.145198713863520652e+02,3.145454575773184160e+02,3.145518942402939047e+02,3.145331772793277310e+02,3.145196279456905017e+02,3.145080161234021716e+02,3.144975695130142981e+02
3.145634538569296978e+02,3.145579002431777553e+02,3.145641638127693227e+02,3.145691552307623624e+02,3.145427164276750318e+02,3.145590527275029444e+02,3.145744160265492724e+02,3.145715636365102910e+02,3.145819389906743027e+02,3.145611008537702560e+02,3.145424657465534324e+02,3.145283578308801680e+02,3.145467314998283541e+02,3.145309915350870824e+02,3.145204878626529421e+02,3.145324224804488722e+02,3.145146572034247470e+02,3.145251713189454108e+02,3.145505275237223373e+02,3.145572114421879064e+02,3.145389690429110487e+02,3.145262496930999987e+02,3.145150701828222282e+02,3.145050821077920773e+02
3.145552829559869110e+02,3.145500245340806487e+02,3.145565377397159637e+02,3.145616462610544204e+02,3.145351252056767635e+02,3.145513964100412068e+02,3.145666869795581988e+02,3.145643729212931703e+02,3.145741621839670188e+02,3.145542853774619516e+02,3.145356855515491361e+02,3.145220961622208620e+02,3.145397803544626072e+02,3.145245764711221454e+02,3.145140636595727415e+02,3.145259404685913864e+02,3.145072492066171890e+02,3.145181278086431007e+02,3.145432206725241144e+02,3.145501227882989497e+02,3.145322959062330597e+02,3.145203545518069745e+02,3.145095694633968151e+02,3.145000609686009057e+02
