altitude_km,temperature_k,pression_pa,pression_hpa,co2_ppm,pression_partielle_co2_pa,concentration_co2_molecules_m3
1.630000000000000071e+01,2.166499999999999773e+02,9.876827770315652742e+03,9.876827770315652799e+01,4.200000000000000000e+02,4.148267663532573479e+00,1.386835004828444000e+21
1.639999999999999858e+01,2.166499999999999773e+02,9.723088714353203613e+03,9.723088714353202988e+01,4.200000000000000000e+02,4.083697260028345433e+00,1.365248042964150387e+21
1.650000000000000000e+01,2.166499999999999773e+02,9.571747416043543126e+03,9.571747416043542955e+01,4.200000000000000000e+02,4.020133914738288183e+00,1.343997757442029257e+21
1.660000000000000142e+01,2.166499999999999773e+02,9.422766405866275818e+03,9.422766405866275363e+01,4.200000000000000000e+02,3.957561890463835663e+00,1.323078887054362804e+21
1.669999999999999929e+01,2.166499999999999773e+02,9.276108800979560328e+03,9.276108800979559987e+01,4.200000000000000000e+02,3.895965696411415102e+00,1.302486252970727703e+21
1.680000000000000071e+01,2.166499999999999773e+02,9.131738296016230379e+03,9.131738296016230549e+01,4.200000000000000000e+02,3.835330084326816547e+00,1.282214757445651399e+21
1.689999999999999858e+01,2.166499999999999773e+02,8.989619154024660020e+03,8.989619154024660475e+01,4.200000000000000000e+02,3.775640044690356856e+00,1.262259382546591384e+21
1.700000000000000000e+01,2.166499999999999773e+02,8.849716197551979349e+03,8.849716197551978780e+01,4.200000000000000000e+02,3.716880802971830988e+00,1.242615188901904253e+21
1.710000000000000142e+01,2.166499999999999773e+02,8.711994799867445181e+03,8.711994799867444783e+01,4.200000000000000000e+02,3.659037815944326866e+00,1.223277314468491297e+21
1.719999999999999929e+01,2.166499999999999773e+02,8.576420876323776611e+03,8.576420876323776099e+01,4.200000000000000000e+02,3.602096768055985887e+00,1.204240973318818103e+21
1.730000000000000071e+01,2.166499999999999773e+02,8.442960875854232654e+03,8.442960875854232938e+01,4.200000000000000000e+02,3.546043567858777390e+00,1.185501454446994391e+21
1.739999999999999858e+01,2.166499999999999773e+02,8.311581772603332865e+03,8.311581772603332752e+01,4.200000000000000000e+02,3.490864344493399329e+00,1.167054120593617191e+21
1.750000000000000000e+01,2.166499999999999773e+02,8.182251057689125446e+03,8.182251057689126128e+01,4.200000000000000000e+02,3.436545444229432533e+00,1.148894407089087971e+21
1.760000000000000142e+01,2.166499999999999773e+02,8.054936731094884635e+03,8.054936731094885261e+01,4.200000000000000000e+02,3.383073427059851035e+00,1.131017820715099619e+21
1.769999999999999929e+01,2.166499999999999773e+02,7.929607293688231948e+03,7.929607293688232517e+01,4.200000000000000000e+02,3.330435063349057145e+00,1.113419938584018813e+21
1.780000000000000071e+01,2.166499999999999773e+02,7.806231739365701287e+03,7.806231739365701117e+01,4.200000000000000000e+02,3.278617330533594387e+00,1.096096407035879752e+21
1.789999999999999858e+01,2.166499999999999773e+02,7.684779547320694292e+03,7.684779547320694348e+01,4.200000000000000000e+02,3.227607409874691413e+00,1.079042940552705606e+21
1.800000000000000000e+01,2.166499999999999773e+02,7.565220674432971464e+03,7.565220674432971748e+01,4.200000000000000000e+02,3.177392683261847761e+00,1.062255320689893048e+21
1.810000000000000142e+01,2.166499999999999773e+02,7.447525547777692736e+03,7.447525547777692623e+01,4.200000000000000000e+02,3.127960730066630557e+00,1.045729395024385409e+21
1.819999999999999929e+01,2.166499999999999773e+02,7.331665057252197585e+03,7.331665057252197926e+01,4.200000000000000000e+02,3.079299324045922770e+00,1.029461076119375839e+21
1.830000000000000071e+01,2.166499999999999773e+02,7.217610548318578367e+03,7.217610548318577912e+01,4.200000000000000000e+02,3.031396430293802791e+00,1.013446340505270223e+21
1.839999999999999858e+01,2.166499999999999773e+02,7.105333814860337952e+03,7.105333814860337327e+01,4.200000000000000000e+02,2.984240202241341677e+00,9.976812276766697062e+20
1.850000000000000000e+01,2.166499999999999773e+02,6.994807092151208053e+03,6.994807092151208394e+01,4.200000000000000000e+02,2.937818978703507167e+00,9.821618391051010048e+20
1.860000000000000142e+01,2.166499999999999773e+02,6.886003049934499359e+03,6.886003049934498677e+01,4.200000000000000000e+02,2.892121280972489661e+00,9.668843372672674693e+20
1.869999999999999929e+01,2.166499999999999773e+02,6.778894785611105362e+03,6.778894785611105078e+01,4.200000000000000000e+02,2.847135809956664154e+00,9.518449446885556224e+20
1.880000000000000071e+01,2.166499999999999773e+02,6.673455817534586458e+03,6.673455817534586743e+01,4.200000000000000000e+02,2.802851443364525963e+00,9.370399430015785370e+20
1.889999999999999858e+01,2.166499999999999773e+02,6.569660078411507129e+03,6.569660078411507698e+01,4.200000000000000000e+02,2.759257232932832871e+00,9.224656720194970583e+20
1.900000000000000000e+01,2.166499999999999773e+02,6.467481908805513740e+03,6.467481908805513058e+01,4.200000000000000000e+02,2.716342401698315534e+00,9.081185288239079752e+20
1.910000000000000142e+01,2.166499999999999773e+02,6.366896050743403976e+03,6.366896050743403634e+01,4.200000000000000000e+02,2.674096341312229619e+00,8.939949668670529864e+20
1.919999999999999929e+01,2.166499999999999773e+02,6.267877641421635417e+03,6.267877641421635104e+01,4.200000000000000000e+02,2.632508609397086641e+00,8.800914950881306214e+20
1.930000000000000071e+01,2.166499999999999773e+02,6.170402207011697101e+03,6.170402207011697016e+01,4.200000000000000000e+02,2.591568926944912477e+00,8.664046770434902589e+20
1.939999999999999858e+01,2.166499999999999773e+02,6.074445656562770637e+03,6.074445656562770779e+01,4.200000000000000000e+02,2.551267175756363415e+00,8.529311300504859443e+20
1.950000000000000000e+01,2.166499999999999773e+02,5.979984276000150203e+03,5.979984276000150345e+01,4.200000000000000000e+02,2.511593395920062921e+00,8.396675243447770153e+20
1.960000000000000142e+01,2.166499999999999773e+02,5.886994722217933486e+03,5.886994722217933429e+01,4.200000000000000000e+02,2.472537783331532069e+00,8.266105822508649021e+20
1.969999999999999929e+01,2.166499999999999773e+02,5.795454017264464710e+03,5.795454017264464852e+01,4.200000000000000000e+02,2.434090687251075025e+00,8.137570773656535040e+20
1.980000000000000071e+01,2.166499999999999773e+02,5.705339542619123677e+03,5.705339542619123705e+01,4.200000000000000000e+02,2.396242607900031629e+00,8.011038337548367954e+20
1.989999999999999858e+01,2.166499999999999773e+02,5.616629033558949232e+03,5.616629033558949402e+01,4.200000000000000000e+02,2.358984194094758458e+00,7.886477251618984428e+20
2.000000000000000000e+01,2.166499999999999773e+02,5.529300573613768393e+03,5.529300573613768677e+01,4.200000000000000000e+02,2.322306240917782372e+00,7.763856742295407165e+20
2.010000000000000142e+01,2.166866444269018359e+02,5.443335248873460841e+03,5.443335248873460586e+01,4.200000000000000000e+02,2.286200804526853148e+00,7.641857699504318054e+20
2.019999999999999929e+01,2.167860134584377363e+02,5.358739906193566640e+03,5.358739906193566327e+01,4.200000000000000000e+02,2.250670760601297893e+00,7.519646540053967012e+20
2.030000000000000071e+01,2.168853793735237900e+02,5.275499723691999861e+03,5.275499723691999776e+01,4.200000000000000000e+02,2.215709883950639725e+00,7.399448228326177505e+20
2.039999999999999858e+01,2.169847421723065963e+02,5.193592346368326616e+03,5.193592346368326673e+01,4.200000000000000000e+02,2.181308785474696865e+00,7.281228652946499830e+20
2.050000000000000000e+01,2.170841018549327828e+02,5.112995798627061959e+03,5.112995798627061816e+01,4.200000000000000000e+02,2.147458235423366002e+00,7.164954296834023752e+20
2.060000000000000142e+01,2.171834584215489485e+02,5.033688477658367447e+03,5.033688477658367333e+01,4.200000000000000000e+02,2.114149160616514145e+00,7.050592226565551555e+20
2.069999999999999929e+01,2.172828118723016075e+02,4.955649146937602382e+03,4.955649146937602723e+01,4.200000000000000000e+02,2.081372641713792770e+00,6.938110081935508767e+20
2.080000000000000071e+01,2.173821622073373874e+02,4.878856929841066631e+03,4.878856929841066403e+01,4.200000000000000000e+02,2.049119910533247602e+00,6.827476065707158405e+20
2.089999999999999858e+01,2.174815094268028304e+02,4.803291303376197902e+03,4.803291303376197874e+01,4.200000000000000000e+02,2.017382347418002819e+00,6.718658933552172237e+20
2.100000000000000000e+01,2.175808535308444789e+02,4.728932092023950645e+03,4.728932092023950418e+01,4.200000000000000000e+02,1.986151478650059143e+00,6.611627984174695055e+20
2.110000000000000142e+01,2.176801945196088752e+02,4.655759461691232900e+03,4.655759461691232559e+01,4.200000000000000000e+02,1.955418973910317604e+00,6.506353049616390554e+20
2.119999999999999929e+01,2.177795323932425902e+02,4.583753913771452972e+03,4.583753913771452915e+01,4.200000000000000000e+02,1.925176643784010100e+00,6.402804485739146117e+20
2.130000000000000071e+01,2.178788671518921092e+02,4.512896279311337821e+03,4.512896279311338077e+01,4.200000000000000000e+02,1.895416437310761815e+00,6.300953162882301297e+20
2.139999999999999858e+01,2.179781987957039462e+02,4.443167713281706710e+03,4.443167713281706455e+01,4.200000000000000000e+02,1.866130439578316702e+00,6.200770456690622464e+20
2.150000000000000000e+01,2.180775273248246151e+02,4.374549688950670316e+03,4.374549688950670401e+01,4.200000000000000000e+02,1.837310869359281451e+00,6.102228239110309151e+20
2.160000000000000142e+01,2.181768527394006298e+02,4.307023992357242605e+03,4.307023992357242292e+01,4.200000000000000000e+02,1.808950076790041717e+00,6.005298869549738230e+20
2.169999999999999929e+01,2.182761750395784475e+02,4.240572716883286375e+03,4.240572716883286120e+01,4.200000000000000000e+02,1.781040541090980200e+00,5.909955186201465979e+20
2.180000000000000071e+01,2.183754942255045819e+02,4.175178257922600096e+03,4.175178257922600267e+01,4.200000000000000000e+02,1.753574868327491876e+00,5.816170497523351552e+20
2.189999999999999858e+01,2.184748102973254618e+02,4.110823307644571287e+03,4.110823307644571400e+01,4.200000000000000000e+02,1.726545789210719883e+00,5.723918573874696028e+20
2.200000000000000000e+01,2.185741232551875726e+02,4.047490849851299117e+03,4.047490849851298833e+01,4.200000000000000000e+02,1.699946156937545583e+00,5.633173639305351004e+20
2.210000000000000142e+01,2.186734330992373714e+02,3.985164154926348147e+03,3.985164154926348345e+01,4.200000000000000000e+02,1.673768945069066039e+00,5.543910363494798459e+20
2.219999999999999929e+01,2.187727398296212584e+02,3.923826774873128215e+03,3.923826774873128187e+01,4.200000000000000000e+02,1.648007245446713620e+00,5.456103853837891666e+20
2.230000000000000071e+01,2.188720434464857192e+02,3.863462538441652669e+03,3.863462538441652327e+01,4.200000000000000000e+02,1.622654266145493906e+00,5.369729647675070874e+20
2.239999999999999858e+01,2.189713439499771255e+02,3.804055546341859554e+03,3.804055546341859895e+01,4.200000000000000000e+02,1.597703329463580957e+00,5.284763704664077763e+20
2.250000000000000000e+01,2.190706413402419344e+02,3.745590166542082443e+03,3.745590166542082500e+01,4.200000000000000000e+02,1.573147869947674415e+00,5.201182399290739917e+20
2.260000000000000142e+01,2.191699356174265461e+02,3.688051029650866894e+03,3.688051029650866752e+01,4.200000000000000000e+02,1.548981432453363949e+00,5.118962513515899126e+20
2.269999999999999929e+01,2.192692267816773040e+02,3.631423024380830611e+03,3.631423024380830356e+01,4.200000000000000000e+02,1.525197670239948788e+00,5.038081229556211384e+20
2.280000000000000071e+01,2.193685148331406651e+02,3.575691293092846990e+03,3.575691293092847189e+01,4.200000000000000000e+02,1.501790343098995617e+00,4.958516122796039209e+20
2.289999999999999858e+01,2.194677997719629730e+02,3.520841227419628012e+03,3.520841227419627728e+01,4.200000000000000000e+02,1.478753315516243561e+00,4.880245154828724470e+20
2.300000000000000000e+01,2.195670815982905708e+02,3.466858463966346335e+03,3.466858463966346449e+01,4.200000000000000000e+02,1.456080554865865295e+00,4.803246666623553372e+20
2.310000000000000142e+01,2.196663603122698589e+02,3.413728880087840480e+03,3.413728880087840167e+01,4.200000000000000000e+02,1.433766129636892872e+00,4.727499371817390572e+20
2.319999999999999929e+01,2.197656359140471807e+02,3.361438589740354928e+03,3.361438589740355098e+01,4.200000000000000000e+02,1.411804207690948942e+00,4.652982350127757394e+20
2.330000000000000071e+01,2.198649084037688510e+02,3.309973939406879708e+03,3.309973939406879850e+01,4.200000000000000000e+02,1.390189054550889258e+00,4.579675040885652193e+20
2.339999999999999858e+01,2.199641777815812134e+02,3.259321504094286865e+03,3.259321504094286581e+01,4.200000000000000000e+02,1.368915031719600384e+00,4.507557236685270548e+20
2.350000000000000000e+01,2.200634440476305826e+02,3.209468083401596687e+03,3.209468083401596772e+01,4.200000000000000000e+02,1.347976595028670399e+00,4.436609077149296886e+20
2.360000000000000142e+01,2.201627072020633022e+02,3.160400697657453293e+03,3.160400697657453151e+01,4.200000000000000000e+02,1.327368293016130352e+00,4.366811042806784983e+20
2.369999999999999929e+01,2.202619672450256587e+02,3.112106584126002872e+03,3.112106584126003028e+01,4.200000000000000000e+02,1.307084765332921172e+00,4.298143949082117407e+20
2.380000000000000071e+01,2.203612241766639386e+02,3.064573193279592942e+03,3.064573193279592900e+01,4.200000000000000000e+02,1.287120741177429029e+00,4.230588940392544338e+20
2.389999999999999858e+01,2.204604779971244284e+02,3.017788185137435903e+03,3.017788185137435875e+01,4.200000000000000000e+02,1.267471037757722963e+00,4.164127484352751206e+20
2.400000000000000000e+01,2.205597287065533862e+02,2.971739425668701188e+03,2.971739425668701173e+01,4.200000000000000000e+02,1.248130558780854438e+00,4.098741366084003430e+20
2.410000000000000142e+01,2.206589763050971271e+02,2.926414983259085602e+03,2.926414983259085645e+01,4.200000000000000000e+02,1.229094292968815783e+00,4.034412682626238382e+20
2.419999999999999929e+01,2.207582207929018807e+02,2.881803125239746805e+03,2.881803125239746777e+01,4.200000000000000000e+02,1.210357312600693458e+00,3.971123837451225661e+20
2.430000000000000071e+01,2.208574621701138767e+02,2.837892314477194304e+03,2.837892314477194233e+01,4.200000000000000000e+02,1.191914772080421514e+00,3.908857535074556314e+20
2.439999999999999858e+01,2.209567004368793732e+02,2.794671206023334889e+03,2.794671206023334875e+01,4.200000000000000000e+02,1.173761906529800614e+00,3.847596775765022474e+20
2.450000000000000000e+01,2.210559355933446284e+02,2.752128643824444680e+03,2.752128643824444509e+01,4.200000000000000000e+02,1.155894030406266593e+00,3.787324850349415465e+20
2.460000000000000142e+01,2.211551676396558150e+02,2.710253657488028693e+03,2.710253657488028622e+01,4.200000000000000000e+02,1.138306536144972014e+00,3.728025335110995149e+20
2.469999999999999929e+01,2.212543965759591629e+02,2.669035459106541111e+03,2.669035459106541097e+01,4.200000000000000000e+02,1.120994892824747069e+00,3.669682086779917435e+20
2.480000000000000071e+01,2.213536224024009016e+02,2.628463440136885310e+03,2.628463440136885154e+01,4.200000000000000000e+02,1.103954644857491729e+00,3.612279237613870776e+20
2.489999999999999858e+01,2.214528451191271756e+02,2.588527168334736871e+03,2.588527168334736928e+01,4.200000000000000000e+02,1.087181410700589490e+00,3.555801190567287849e+20
2.500000000000000000e+01,2.215520647262842147e+02,2.549216384742697301e+03,2.549216384742697272e+01,4.200000000000000000e+02,1.070670881591932799e+00,3.500232614547522191e+20
2.510000000000000142e+01,2.216512812240181631e+02,2.510521000731308959e+03,2.510521000731309016e+01,4.200000000000000000e+02,1.054418820307149618e+00,3.445558439756367790e+20
2.519999999999999929e+01,2.217504946124751939e+02,2.472431095091921179e+03,2.472431095091921094e+01,4.200000000000000000e+02,1.038421059938606783e+00,3.391763853115267482e+20
2.530000000000000071e+01,2.218497048918014798e+02,2.434936911180572224e+03,2.434936911180572139e+01,4.200000000000000000e+02,1.022673502695840231e+00,3.338834293772809667e+20
2.539999999999999858e+01,2.219489120621431368e+02,2.398028854111959845e+03,2.398028854111959873e+01,4.200000000000000000e+02,1.007172118727023058e+00,3.286755448692982415e+20
2.550000000000000000e+01,2.220481161236463379e+02,2.361697488002373575e+03,2.361697488002373646e+01,4.200000000000000000e+02,9.919129449609968008e-01,3.235513248322374205e+20
2.560000000000000142e+01,2.221473170764571989e+02,2.325933533261150387e+03,2.325933533261150288e+01,4.200000000000000000e+02,9.768920839696830782e-01,3.185093862335494881e+20
2.569999999999999929e+01,2.222465149207218360e+02,2.290727863929359046e+03,2.290727863929359032e+01,4.200000000000000000e+02,9.621057028503307018e-01,3.135483695456175391e+20
2.580000000000000071e+01,2.223457096565863651e+02,2.256071505065006022e+03,2.256071505065006022e+01,4.200000000000000000e+02,9.475500321273024884e-01,3.086669383353865994e+20
2.589999999999999858e+01,2.224449012841969022e+02,2.221955630174097223e+03,2.221955630174097251e+01,4.200000000000000000e+02,9.332213646731207790e-01,3.038637788613656576e+20
2.600000000000000000e+01,2.225440898036995065e+02,2.188371558686495973e+03,2.188371558686495888e+01,4.200000000000000000e+02,9.191160546483282401e-01,2.991375996778374758e+20
2.610000000000000142e+01,2.226432752152402657e+02,2.155310753475841921e+03,2.155310753475841778e+01,4.200000000000000000e+02,9.052305164598535292e-01,2.944871312461496975e+20
2.619999999999999929e+01,2.227424575189652955e+02,2.122764818422823737e+03,2.122764818422823652e+01,4.200000000000000000e+02,8.915612237375858395e-01,2.899111255529709568e+20
2.630000000000000071e+01,2.228416367150206270e+02,2.090725496020962510e+03,2.090725496020962382e+01,4.200000000000000000e+02,8.781047083288041621e-01,2.854083557353741353e+20
2.639999999999999858e+01,2.229408128035523191e+02,2.059184665024124115e+03,2.059184665024124072e+01,4.200000000000000000e+02,8.648575593101320846e-01,2.809776157126184468e+20
2.650000000000000000e+01,2.230399857847064311e+02,2.028134338135059352e+03,2.028134338135059522e+01,4.200000000000000000e+02,8.518164220167248057e-01,2.766177198245141873e+20
2.660000000000000142e+01,2.231391556586289937e+02,1.997566659734216046e+03,1.997566659734216188e+01,4.200000000000000000e+02,8.389779970883706195e-01,2.723275024762469417e+20
2.669999999999999929e+01,2.232383224254660092e+02,1.967473903648142596e+03,1.967473903648142652e+01,4.200000000000000000e+02,8.263390395322197657e-01,2.681058177895470203e+20
2.680000000000000071e+01,2.233374860853635369e+02,1.937848470956616666e+03,1.937848470956616609e+01,4.200000000000000000e+02,8.138963578017789358e-01,2.639515392600675451e+20
2.689999999999999858e+01,2.234366466384675789e+02,1.908682887838139095e+03,1.908682887838138953e+01,4.200000000000000000e+02,8.016468128920183345e-01,2.598635594209023754e+20
2.700000000000000000e+01,2.235358040849241377e+02,1.879969803452706856e+03,1.879969803452706856e+01,4.200000000000000000e+02,7.895873174501367719e-01,2.558407895120768860e+20
2.710000000000000142e+01,2.236349584248791871e+02,1.851701987861494445e+03,1.851701987861494558e+01,4.200000000000000000e+02,7.777148349018275786e-01,2.518821591559420969e+20
2.719999999999999929e+01,2.237341096584787294e+02,1.823872329982612428e+03,1.823872329982612328e+01,4.200000000000000000e+02,7.660263785926971769e-01,2.479866160383416402e+20
2.730000000000000071e+01,2.238332577858687387e+02,1.796473835582465426e+03,1.796473835582465384e+01,4.200000000000000000e+02,7.545190109446353599e-01,2.441531255954679071e+20
2.739999999999999858e+01,2.239324028071951602e+02,1.769499625301897140e+03,1.769499625301897083e+01,4.200000000000000000e+02,7.431898426267967706e-01,2.403806707062797107e+20
2.750000000000000000e+01,2.240315447226039396e+02,1.742942932716625819e+03,1.742942932716625748e+01,4.200000000000000000e+02,7.320360317409827511e-01,2.366682513903961702e+20
2.760000000000000142e+01,2.241306835322410791e+02,1.716797102431253052e+03,1.716797102431253208e+01,4.200000000000000000e+02,7.210547830211262443e-01,2.330148845113531433e+20
2.769999999999999929e+01,2.242298192362524674e+02,1.691055588206454331e+03,1.691055588206454274e+01,4.200000000000000000e+02,7.102433470467107712e-01,2.294196034851519857e+20
2.780000000000000071e+01,2.243289518347840499e+02,1.665711951118456454e+03,1.665711951118456469e+01,4.200000000000000000e+02,6.995990194697516706e-01,2.258814579939628483e+20
2.789999999999999858e+01,2.244280813279817437e+02,1.640759857750501169e+03,1.640759857750501283e+01,4.200000000000000000e+02,6.891191402552104828e-01,2.223995137049258230e+20
2.800000000000000000e+01,2.245272077159914375e+02,1.616193078415559057e+03,1.616193078415559015e+01,4.200000000000000000e+02,6.788010929345347222e-01,2.189728519939340698e+20
2.810000000000000142e+01,2.246263309989590766e+02,1.592005485409853009e+03,1.592005485409853094e+01,4.200000000000000000e+02,6.686423038721381884e-01,2.156005696743247708e+20
2.819999999999999929e+01,2.247254511770305214e+02,1.568191051296516434e+03,1.568191051296516392e+01,4.200000000000000000e+02,6.586402415445368197e-01,2.122817787303697777e+20
2.830000000000000071e+01,2.248245682503516605e+02,1.544743847218969677e+03,1.544743847218969712e+01,4.200000000000000000e+02,6.487924158319672285e-01,2.090156060554960896e+20
2.839999999999999858e+01,2.249236822190683540e+02,1.521658041243449816e+03,1.521658041243449766e+01,4.200000000000000000e+02,6.390963773222488875e-01,2.058011931951442821e+20
2.850000000000000000e+01,2.250227930833264907e+02,1.498927896730087241e+03,1.498927896730087284e+01,4.200000000000000000e+02,6.295497166266366129e-01,2.026376960941688422e+20
2.860000000000000142e+01,2.251219008432719306e+02,1.476547770732226354e+03,1.476547770732226361e+01,4.200000000000000000e+02,6.201500637075350042e-01,1.995242848487255572e+20
2.869999999999999929e+01,2.252210054990504773e+02,1.454512112423264853e+03,1.454512112423264902e+01,4.200000000000000000e+02,6.108950872177711933e-01,1.964601434625335624e+20
2.880000000000000071e+01,2.253201070508079908e+02,1.432815461550646432e+03,1.432815461550646496e+01,4.200000000000000000e+02,6.017824938512714716e-01,1.934444696074496901e+20
2.889999999999999858e+01,2.254192054986903315e+02,1.411452446916519875e+03,1.411452446916519854e+01,4.200000000000000000e+02,5.928100277049382916e-01,1.904764743882757898e+20
2.900000000000000000e+01,2.255183008428432743e+02,1.390417784884624325e+03,1.390417784884624375e+01,4.200000000000000000e+02,5.839754696515421228e-01,1.875553821117268623e+20
2.910000000000000142e+01,2.256173930834126224e+02,1.369706277912770247e+03,1.369706277912770176e+01,4.200000000000000000e+02,5.752766367233634881e-01,1.846804300594618696e+20
2.919999999999999929e+01,2.257164822205442078e+02,1.349312813110704383e+03,1.349312813110704390e+01,4.200000000000000000e+02,5.667113815064958038e-01,1.818508682651355709e+20
2.930000000000000071e+01,2.258155682543838054e+02,1.329232360822699320e+03,1.329232360822699377e+01,4.200000000000000000e+02,5.582775915455336913e-01,1.790659592953719685e+20
2.939999999999999858e+01,2.259146511850772185e+02,1.309459973234601193e+03,1.309459973234601193e+01,4.200000000000000000e+02,5.499731887585324053e-01,1.763249780346089308e+20
2.950000000000000000e+01,2.260137310127701937e+02,1.289990783004762989e+03,1.289990783004762953e+01,4.200000000000000000e+02,5.417961288620004590e-01,1.736272114737271931e+20
2.960000000000000142e+01,2.261128077376085059e+02,1.270820001918523985e+03,1.270820001918523978e+01,4.200000000000000000e+02,5.337444008057800060e-01,1.709719585024045548e+20
2.969999999999999929e+01,2.262118813597379017e+02,1.251942919565797638e+03,1.251942919565797574e+01,4.200000000000000000e+02,5.258160262176350130e-01,1.683585297051267564e+20
2.980000000000000071e+01,2.263109518793041275e+02,1.233354902041371361e+03,1.233354902041371304e+01,4.200000000000000000e+02,5.180090588573759147e-01,1.657862471607884513e+20
2.989999999999999858e+01,2.264100192964529299e+02,1.215051390667471651e+03,1.215051390667471587e+01,4.200000000000000000e+02,5.103215840803380088e-01,1.632544442458153288e+20
3.000000000000000000e+01,2.265090836113300270e+02,1.197027900738319659e+03,1.197027900738319595e+01,4.200000000000000000e+02,5.027517183100942422e-01,1.607624654407579730e+20
3.010000000000000142e+01,2.266081448240811369e+02,1.179280020286077388e+03,1.179280020286077324e+01,4.200000000000000000e+02,4.952976085201524770e-01,1.583096661402666271e+20
3.019999999999999929e+01,2.267072029348519777e+02,1.161803408868113138e+03,1.161803408868113152e+01,4.200000000000000000e+02,4.879574317246074822e-01,1.558954124664279859e+20
3.030000000000000071e+01,2.268062579437882391e+02,1.144593796374850854e+03,1.144593796374850925e+01,4.200000000000000000e+02,4.807293944774373440e-01,1.535190810853534925e+20
3.039999999999999858e+01,2.269053098510356392e+02,1.127646981858188838e+03,1.127646981858188902e+01,4.200000000000000000e+02,4.736117323804392432e-01,1.511800590270079959e+20
3.050000000000000000e+01,2.270043586567398108e+02,1.110958832379882551e+03,1.110958832379882466e+01,4.200000000000000000e+02,4.666027095995506357e-01,1.488777435081879716e+20
3.060000000000000142e+01,2.271034043610464437e+02,1.094525281879617296e+03,1.094525281879617218e+01,4.200000000000000000e+02,4.597006183894392084e-01,1.466115417586021335e+20
3.069999999999999929e+01,2.272024469641012274e+02,1.078342330062473820e+03,1.078342330062473842e+01,4.200000000000000000e+02,4.529037786262389842e-01,1.443808708500058276e+20
3.080000000000000071e+01,2.273014864660497949e+02,1.062406041305403278e+03,1.062406041305403193e+01,4.200000000000000000e+02,4.462105373482693205e-01,1.421851575283281592e+20
3.089999999999999858e+01,2.274005228670378074e+02,1.046712543582349554e+03,1.046712543582349575e+01,4.200000000000000000e+02,4.396192683045867522e-01,1.400238380487344947e+20
3.100000000000000000e+01,2.274995561672108693e+02,1.031258027407731106e+03,1.031258027407731070e+01,4.200000000000000000e+02,4.331283715112470012e-01,1.378963580135765115e+20
3.110000000000000142e+01,2.275985863667146134e+02,1.016038744797973663e+03,1.016038744797973692e+01,4.200000000000000000e+02,4.267362728151489204e-01,1.358021722131800392e+20
3.119999999999999929e+01,2.276976134656947011e+02,1.001051008250726682e+03,1.001051008250726682e+01,4.200000000000000000e+02,4.204414234653051641e-01,1.337407444694127739e+20
3.130000000000000071e+01,2.277966374642966798e+02,9.862911897415342537e+02,9.862911897415342466e+00,4.200000000000000000e+02,4.142422996914443267e-01,1.317115474819929047e+20
3.139999999999999858e+01,2.278956583626661825e+02,9.717557197374967473e+02,9.717557197374967259e+00,4.200000000000000000e+02,4.081374022897485965e-01,1.297140626774680535e+20
3.150000000000000000e+01,2.279946761609488135e+02,9.574410862278813283e+02,9.574410862278813994e+00,4.200000000000000000e+02,4.021252562157101029e-01,1.277477800608511263e+20
3.160000000000000142e+01,2.280936908592901204e+02,9.433438337711182839e+02,9.433438337711182342e+00,4.200000000000000000e+02,3.962044101838696486e-01,1.258121980698298450e+20
3.169999999999999929e+01,2.281927024578357077e+02,9.294605625580645665e+02,9.294605625580645736e+00,4.200000000000000000e+02,3.903734362743870867e-01,1.239068234315257446e+20
3.180000000000000071e+01,2.282917109567311229e+02,9.157879274911861103e+02,9.157879274911861600e+00,4.200000000000000000e+02,3.846309295462981281e-01,1.220311710217494692e+20
3.189999999999999858e+01,2.283907163561218852e+02,9.023226372794249528e+02,9.023226372794249883e+00,4.200000000000000000e+02,3.789755076573584347e-01,1.201847637267123241e+20
3.200000000000000000e+01,2.284897186561535989e+02,8.890614535484133967e+02,8.890614535484134606e+00,4.200000000000000000e+02,3.734058104903336117e-01,1.183671323071427871e+20
3.210000000000000142e+01,2.285887178569717832e+02,8.760011899658114771e+02,8.760011899658115553e+00,4.200000000000000000e+02,3.679204997856407866e-01,1.165778152647699661e+20
3.220000000000000284e+01,2.287555990844214762e+02,8.631394330910794679e+02,8.631394330910794110e+00,4.200000000000000000e+02,3.625185618982533220e-01,1.147823819768989123e+20
3.229999999999999716e+01,2.290327794923389320e+02,8.504802664839323825e+02,8.504802664839324677e+00,4.200000000000000000e+02,3.572017119232515636e-01,1.129620604296791163e+20
3.239999999999999858e+01,2.293099512236807982e+02,8.380221269643948290e+02,8.380221269643948645e+00,4.200000000000000000e+02,3.519692933250457845e-01,1.111728121915646935e+20
3.250000000000000000e+01,2.295871142788545285e+02,8.257615793423188961e+02,8.257615793423189743e+00,4.200000000000000000e+02,3.468198633237739026e-01,1.094140693532141486e+20
3.260000000000000142e+01,2.298642686582674912e+02,8.136952512628405429e+02,8.136952512628404577e+00,4.200000000000000000e+02,3.417520055303929771e-01,1.076852750670050263e+20
3.270000000000000284e+01,2.301414143623269695e+02,8.018198319816866615e+02,8.018198319816866260e+00,4.200000000000000000e+02,3.367643294323083847e-01,1.059858833183327027e+20
