altitude_geometrique_km,altitude_geopotentielle_km,temperature_k,temperature_c,pression_pa,pression_hpa
3.789999999999999858e+01,3.767537372553938013e+01,2.445410464315102388e+02,-2.860895356848973847e+01,3.823765362105705208e+02,3.823765362105705279e+00
3.800000000000000000e+01,3.777419033002927762e+01,2.448177329240819518e+02,-2.833226707591802551e+01,3.771370341022612251e+02,3.771370341022612038e+00
3.810000000000000142e+01,3.787300384402112741e+01,2.450944107632591340e+02,-2.805558923674084326e+01,3.719752833196246229e+02,3.719752833196246389e+00
3.820000000000000284e+01,3.797181426765990864e+01,2.453710799494477328e+02,-2.777892005055224445e+01,3.668900420584397466e+02,3.668900420584397359e+00
3.829999999999999716e+01,3.807062160109059334e+01,2.456477404830536386e+02,-2.750225951694633864e+01,3.618800897482246341e+02,3.618800897482246537e+00
3.839999999999999858e+01,3.816942584445813935e+01,2.459243923644827703e+02,-2.722560763551720697e+01,3.569442266652999933e+02,3.569442266653000129e+00
3.850000000000000000e+01,3.826822699790751159e+01,2.462010355941410182e+02,-2.694896440585895903e+01,3.520812735533384625e+02,3.520812735533384696e+00
3.860000000000000142e+01,3.836702506158365367e+01,2.464776701724342161e+02,-2.667232982756576121e+01,3.472900712512453651e+02,3.472900712512453580e+00
3.870000000000000284e+01,3.846582003563149499e+01,2.467542960997681689e+02,-2.639570390023180835e+01,3.425694803282186172e+02,3.425694803282186118e+00
3.879999999999999716e+01,3.856461192019595785e+01,2.470309133765486536e+02,-2.611908662345132370e+01,3.379183807258443153e+02,3.379183807258443029e+00
3.889999999999999858e+01,3.866340071542197165e+01,2.473075220031815036e+02,-2.584247799681847368e+01,3.333356714070848170e+02,3.333356714070847993e+00
3.900000000000000000e+01,3.876218642145443738e+01,2.475841219800724105e+02,-2.556587801992756681e+01,3.288202700120164081e+02,3.288202700120164135e+00
3.910000000000000142e+01,3.886096903843826311e+01,2.478607133076271225e+02,-2.528928669237285476e+01,3.243711125201807590e+02,3.243711125201807377e+00
3.920000000000000284e+01,3.895974856651833562e+01,2.481372959862513028e+02,-2.501270401374867447e+01,3.199871529194191453e+02,3.199871529194191488e+00
3.929999999999999716e+01,3.905852500583952747e+01,2.484138700163506428e+02,-2.473612998364933446e+01,3.156673628810461310e+02,3.156673628810461096e+00
3.939999999999999858e+01,3.915729835654672542e+01,2.486904353983308056e+02,-2.445956460166917168e+01,3.114107314412531764e+02,3.114107314412531746e+00
3.950000000000000000e+01,3.925606861878477361e+01,2.489669921325973405e+02,-2.418300786740263675e+01,3.072162646885946060e+02,3.072162646885946202e+00
3.960000000000000142e+01,3.935483579269853749e+01,2.492435402195558822e+02,-2.390645978044409503e+01,3.030829854574537308e+02,3.030829854574537130e+00
3.970000000000000284e+01,3.945359987843286831e+01,2.495200796596120085e+02,-2.362992034038796874e+01,2.990099330273485521e+02,2.990099330273485734e+00
3.979999999999999716e+01,3.955236087613260310e+01,2.497966104531712688e+02,-2.335338954682870849e+01,2.949961628279748993e+02,2.949961628279749171e+00
3.989999999999999858e+01,3.965111878594255757e+01,2.500731326006391271e+02,-2.307686739936085019e+01,2.910407461498663793e+02,2.910407461498663917e+00
4.000000000000000000e+01,3.974987360800754743e+01,2.503496461024211044e+02,-2.280035389757887287e+01,2.871427698605487535e+02,2.871427698605487411e+00
4.010000000000000142e+01,3.984862534247238841e+01,2.506261509589226648e+02,-2.252384904107731245e+01,2.833013361260944976e+02,2.833013361260944940e+00
4.020000000000000284e+01,3.994737398948188911e+01,2.509026471705492440e+02,-2.224735282945073322e+01,2.795155621379598188e+02,2.795155621379598276e+00
4.029999999999999716e+01,4.004611954918082262e+01,2.511791347377062777e+02,-2.197086526229369952e+01,2.757845798449907875e+02,2.757845798449908070e+00
4.039999999999999858e+01,4.014486202171399043e+01,2.514556136607991448e+02,-2.169438633920083248e+01,2.721075356905160447e+02,2.721075356905160447e+00
4.050000000000000000e+01,4.024360140722614432e+01,2.517320839402331956e+02,-2.141791605976678170e+01,2.684835903544019970e+02,2.684835903544020130e+00
4.060000000000000142e+01,4.034233770586207157e+01,2.520085455764137805e+02,-2.114145442358619675e+01,2.649119184999844379e+02,2.649119184999844556e+00
4.070000000000000284e+01,4.044107091776650265e+01,2.522849985697461932e+02,-2.086500143025378406e+01,2.613917085257726285e+02,2.613917085257726480e+00
4.079999999999999716e+01,4.053980104308419641e+01,2.525614429206357272e+02,-2.058855707936425006e+01,2.579221623218400623e+02,2.579221623218400428e+00
4.089999999999999858e+01,4.063852808195989041e+01,2.528378786294876761e+02,-2.031212137051230116e+01,2.545024950307907545e+02,2.545024950307907652e+00
4.100000000000000000e+01,4.073725203453830801e+01,2.531143056967072482e+02,-2.003569430329272905e+01,2.511319348132325615e+02,2.511319348132325491e+00
4.110000000000000142e+01,4.083597290096416543e+01,2.533907241226996518e+02,-1.975927587730032542e+01,2.478097226176497827e+02,2.478097226176497969e+00
4.120000000000000284e+01,4.093469068138217892e+01,2.536671339078700669e+02,-1.948286609212991038e+01,2.445351119545927645e+02,2.445351119545927432e+00
4.129999999999999716e+01,4.103340537593704340e+01,2.539435350526237016e+02,-1.920646494737627563e+01,2.413073686751057210e+02,2.413073686751057156e+00
4.139999999999999858e+01,4.113211698477344669e+01,2.542199275573656223e+02,-1.893007244263435496e+01,2.381257707532992924e+02,2.381257707532992818e+00
4.150000000000000000e+01,4.123082550803608370e+01,2.544963114225010088e+02,-1.865368857749896847e+01,2.349896080729889150e+02,2.349896080729889203e+00
4.160000000000000142e+01,4.132953094586961384e+01,2.547726866484348989e+02,-1.837731335156507839e+01,2.318981822183241945e+02,2.318981822183241892e+00
4.170000000000000284e+01,4.142823329841871782e+01,2.550490532355723872e+02,-1.810094676442759010e+01,2.288508062683188200e+02,2.288508062683188182e+00
4.179999999999999716e+01,4.152693256582802661e+01,2.553254111843184546e+02,-1.782458881568152265e+01,2.258468045952165539e+02,2.258468045952165326e+00
4.189999999999999858e+01,4.162562874824221382e+01,2.556017604950781674e+02,-1.754823950492180984e+01,2.228855126666068998e+02,2.228855126666068998e+00
4.200000000000000000e+01,4.172432184580588910e+01,2.558781011682564781e+02,-1.727189883174349916e+01,2.199662768512274624e+02,2.199662768512274713e+00
4.210000000000000142e+01,4.182301185866370474e+01,2.561544332042583392e+02,-1.699556679574163809e+01,2.170884542283675671e+02,2.170884542283675778e+00
4.220000000000000284e+01,4.192169878696027041e+01,2.564307566034887031e+02,-1.671924339651127411e+01,2.142514124008149849e+02,2.142514124008149778e+00
4.229999999999999716e+01,4.202038263084018865e+01,2.567070713663525225e+02,-1.644292863364745472e+01,2.114545293112662137e+02,2.114545293112662261e+00
4.239999999999999858e+01,4.211906339044806913e+01,2.569833774932545793e+02,-1.616662250674539791e+01,2.086971930621417357e+02,2.086971930621417393e+00
4.250000000000000000e+01,4.221774106592850018e+01,2.572596749845997692e+02,-1.589032501540020803e+01,2.059788017387285493e+02,2.059788017387285564e+00
4.260000000000000142e+01,4.231641565742606304e+01,2.575359638407929310e+02,-1.561403615920704624e+01,2.032987632355957999e+02,2.032987632355958141e+00
4.270000000000000284e+01,4.241508716508533894e+01,2.578122440622389036e+02,-1.533775593776107371e+01,2.006564950862106116e+02,2.006564950862105956e+00
4.279999999999999716e+01,4.251375558905088070e+01,2.580885156493424688e+02,-1.506148435065750846e+01,1.980514242956998316e+02,1.980514242956998405e+00
4.289999999999999858e+01,4.261242092946725535e+01,2.583647786025082951e+02,-1.478522139749168218e+01,1.954829871766889937e+02,1.954829871766889937e+00
4.300000000000000000e+01,4.271108318647900859e+01,2.586410329221412212e+02,-1.450896707785875606e+01,1.929506291881602920e+02,1.929506291881602831e+00
4.310000000000000142e+01,4.280974236023066481e+01,2.589172786086458586e+02,-1.423272139135411862e+01,1.904538047772786911e+02,1.904538047772786902e+00
4.320000000000000284e+01,4.290839845086676974e+01,2.591935156624269325e+02,-1.395648433757304474e+01,1.879919772241117641e+02,1.879919772241117615e+00
4.329999999999999716e+01,4.300705145853183353e+01,2.594697440838891112e+02,-1.368025591611086611e+01,1.855646184892079589e+02,1.855646184892079553e+00
4.339999999999999858e+01,4.310570138337036639e+01,2.597459638734370060e+02,-1.340403612656297128e+01,1.831712090639599353e+02,1.831712090639599388e+00
4.350000000000000000e+01,4.320434822552687848e+01,2.600221750314752285e+02,-1.312782496852474878e+01,1.808112378237073017e+02,1.808112378237072937e+00
4.360000000000000142e+01,4.330299198514584447e+01,2.602983775584083332e+02,-1.285162244159164402e+01,1.784842018835282715e+02,1.784842018835282706e+00
4.370000000000000284e+01,4.340163266237176742e+01,2.605745714546409317e+02,-1.257542854535904553e+01,1.761896064566588223e+02,1.761896064566588205e+00
4.379999999999999716e+01,4.350027025734912201e+01,2.608507567205775217e+02,-1.229924327942245554e+01,1.739269647155000484e+02,1.739269647155000431e+00
4.389999999999999858e+01,4.359890477022234734e+01,2.611269333566225441e+02,-1.202306664337743314e+01,1.716957976551540526e+02,1.716957976551540588e+00
4.400000000000000000e+01,4.369753620113592518e+01,2.614031013631805536e+02,-1.174689863681942370e+01,1.694956339594450014e+02,1.694956339594450023e+00
4.410000000000000142e+01,4.379616455023429467e+01,2.616792607406559910e+02,-1.147073925934398630e+01,1.673260098693766906e+02,1.673260098693766906e+00
4.420000000000000284e+01,4.389478981766189492e+01,2.619554114894532972e+02,-1.119458851054668003e+01,1.651864690539777598e+02,1.651864690539777580e+00
4.429999999999999716e+01,4.399341200356315795e+01,2.622315536099767996e+02,-1.091844639002317763e+01,1.630765624834930918e+02,1.630765624834930927e+00
4.439999999999999858e+01,4.409203110808249448e+01,2.625076871026309391e+02,-1.064231289736903818e+01,1.609958483048683320e+02,1.609958483048683275e+00
4.450000000000000000e+01,4.419064713136432943e+01,2.627838119678200997e+02,-1.036618803217987761e+01,1.589438917194941610e+02,1.589438917194941681e+00
4.460000000000000142e+01,4.428926007355305217e+01,2.630599282059484949e+02,-1.009007179405148236e+01,1.569202648631589625e+02,1.569202648631589536e+00
4.470000000000000284e+01,4.438786993479305920e+01,2.633360358174205658e+02,-9.813964182579411499e+00,1.549245466881678510e+02,1.549245466881678412e+00
4.479999999999999716e+01,4.448647671522874703e+01,2.636121348026404689e+02,-9.537865197359508329e+00,1.529563228475952599e+02,1.529563228475952608e+00
4.489999999999999858e+01,4.458508041500446950e+01,2.638882251620124748e+02,-9.261774837987502451e+00,1.510151855816166631e+02,1.510151855816166622e+00
4.500000000000000000e+01,4.468368103426460891e+01,2.641643068959408538e+02,-8.985693104059123471e+00,1.491007336058929695e+02,1.491007336058929766e+00
4.510000000000000142e+01,4.478227857315351201e+01,2.644403800048298194e+02,-8.709619995170157836e+00,1.472125720019604387e+02,1.472125720019604289e+00
4.520000000000000284e+01,4.488087303181553267e+01,2.647164444890834716e+02,-8.433555510916505682e+00,1.453503121095903339e+02,1.453503121095903294e+00
4.529999999999999716e+01,4.497946441039501764e+01,2.649925003491060238e+02,-8.157499650893953458e+00,1.435135714210803428e+02,1.435135714210803437e+00
4.539999999999999858e+01,4.507805270903628525e+01,2.652685475853015760e+02,-7.881452414698401299e+00,1.417019734774428628e+02,1.417019734774428663e+00
4.550000000000000000e+01,4.517663792788366095e+01,2.655445861980742279e+02,-7.605413801925749340e+00,1.399151477664517245e+02,1.399151477664517307e+00
4.560000000000000142e+01,4.527522006708144886e+01,2.658206161878280227e+02,-7.329383812171954560e+00,1.381527296225150110e+02,1.381527296225150137e+00
4.570000000000000284e+01,4.537379912677396021e+01,2.660966375549670602e+02,-7.053362445032917094e+00,1.364143601283332998e+02,1.364143601283333007e+00
4.579999999999999716e+01,4.547237510710549202e+01,2.663726502998953833e+02,-6.777349700104593921e+00,1.346996860183193121e+02,1.346996860183193201e+00
4.589999999999999858e+01,4.557094800822031999e+01,2.666486544230168647e+02,-6.501345576983112551e+00,1.330083595837390362e+02,1.330083595837390442e+00
4.600000000000000000e+01,4.566951783026273404e+01,2.669246499247356041e+02,-6.225350075264373118e+00,1.313400385795379748e+02,1.313400385795379766e+00
4.610000000000000142e+01,4.576808457337698144e+01,2.672006368054555310e+02,-5.949363194544446287e+00,1.296943861328333298e+02,1.296943861328333281e+00
4.620000000000000284e+01,4.586664823770733790e+01,2.674766150655805177e+02,-5.673384934419459569e+00,1.280710706530288121e+02,1.280710706530288068e+00
4.629999999999999716e+01,4.596520882339803649e+01,2.677525847055144936e+02,-5.397415294485483628e+00,1.264697657435267359e+02,1.264697657435267297e+00
4.639999999999999858e+01,4.606376633059333159e+01,2.680285457256612744e+02,-5.121454274338702817e+00,1.248901501150080264e+02,1.248901501150080362e+00
4.650000000000000000e+01,4.616232075943744917e+01,2.683044981264248463e+02,-4.845501873575130958e+00,1.233319075002460039e+02,1.233319075002460075e+00
4.660000000000000142e+01,4.626087211007460098e+01,2.685804419082088543e+02,-4.569558091791122934e+00,1.217947265704357704e+02,1.217947265704357740e+00
4.670000000000000284e+01,4.635942038264902010e+01,2.688563770714172279e+02,-4.293622928582749410e+00,1.202783008529928424e+02,1.202783008529928477e+00
4.679999999999999716e+01,4.645796557730489695e+01,2.691323036164536688e+02,-4.017696383546308425e+00,1.187823286508151881e+02,1.187823286508151943e+00
4.689999999999999858e+01,4.655650769418642199e+01,2.694082215437219929e+02,-3.741778456277984333e+00,1.173065129629628416e+02,1.173065129629628389e+00
4.700000000000000000e+01,4.665504673343779274e+01,2.696841308536257884e+02,-3.465869146374188858e+00,1.158505614067406100e+02,1.158505614067406153e+00
4.710000000000000142e+01,4.675358269520317833e+01,2.699600315465688709e+02,-3.189968453431106354e+00,1.144141861411487611e+02,1.144141861411487548e+00
4.720000000000000284e+01,4.685211557962674789e+01,2.702359236229548856e+02,-2.914076377045091704e+00,1.129971037916866123e+02,1.129971037916866150e+00
4.729999999999999716e+01,4.695064538685266342e+01,2.705118070831874206e+02,-2.638192916812556632e+00,1.115990353764736653e+02,1.115990353764736653e+00
4.739999999999999858e+01,4.704917211702507274e+01,2.706499999999999773e+02,-2.500000000000000000e+00,1.102195322853560384e+02,1.102195322853560366e+00
4.750000000000000000e+01,4.714769577028811653e+01,2.706499999999999773e+02,-2.500000000000000000e+00,1.088572970429822959e+02,1.088572970429823039e+00
4.760000000000000142e+01,4.724621634678592841e+01,2.706499999999999773e+02,-2.500000000000000000e+00,1.075119398163457305e+02,1.075119398163457252e+00
4.770000000000000284e+01,4.734473384666262774e+01,2.706499999999999773e+02,-2.500000000000000000e+00,1.061832509711511818e+02,1.061832509711511774e+00
4.779999999999999716e+01,4.744324827006232681e+01,2.706499999999999773e+02,-2.500000000000000000e+00,1.048710234832861374e+02,1.048710234832861410e+00
4.789999999999999858e+01,4.754175961712913789e+01,2.706499999999999773e+02,-2.500000000000000000e+00,1.035750529062417229e+02,1.035750529062417158e+00
4.800000000000000000e+01,4.764026788800714485e+01,2.706499999999999773e+02,-2.500000000000000000e+00,1.022951373389405205e+02,1.022951373389405116e+00
4.810000000000000142e+01,4.773877308284045284e+01,2.706499999999999773e+02,-2.500000000000000000e+00,1.010310773939674078e+02,1.010310773939674167e+00
4.820000000000000284e+01,4.783727520177312442e+01,2.706499999999999773e+02,-2.500000000000000000e+00,9.978267616619807256e+01,9.978267616619806990e-01
4.829999999999999716e+01,4.793577424494922923e+01,2.706499999999999773e+02,-2.500000000000000000e+00,9.854973920181951996e+01,9.854973920181951952e-01
4.839999999999999858e+01,4.803427021251283691e+01,2.706499999999999773e+02,-2.500000000000000000e+00,9.733207446773818106e+01,9.733207446773818328e-01
4.850000000000000000e+01,4.813276310460798868e+01,2.706499999999999773e+02,-2.500000000000000000e+00,9.612949232137127353e+01,9.612949232137126820e-01
4.860000000000000142e+01,4.823125292137873288e+01,2.706499999999999773e+02,-2.500000000000000000e+00,9.494180548081568816e+01,9.494180548081568860e-01
4.870000000000000284e+01,4.832973966296908941e+01,2.706499999999999773e+02,-2.500000000000000000e+00,9.376882899538985328e+01,9.376882899538985239e-01
4.879999999999999716e+01,4.842822332952310660e+01,2.706499999999999773e+02,-2.500000000000000000e+00,9.261038021654420049e+01,9.261038021654419694e-01
4.889999999999999858e+01,4.852670392118477594e+01,2.706499999999999773e+02,-2.500000000000000000e+00,9.146627876913619559e+01,9.146627876913620003e-01
4.900000000000000000e+01,4.862518143809811733e+01,2.706499999999999773e+02,-2.500000000000000000e+00,9.033634652306336932e+01,9.033634652306337109e-01
4.910000000000000142e+01,4.872365588040711515e+01,2.706499999999999773e+02,-2.500000000000000000e+00,8.922040756525254324e+01,8.922040756525254634e-01
4.920000000000000284e+01,4.882212724825576800e+01,2.706499999999999773e+02,-2.500000000000000000e+00,8.811828817199824471e+01,8.811828817199824915e-01
4.929999999999999716e+01,4.892059554178804603e+01,2.706499999999999773e+02,-2.500000000000000000e+00,8.702981678164779566e+01,8.702981678164779522e-01
4.939999999999999858e+01,4.901906076114792654e+01,2.706499999999999773e+02,-2.500000000000000000e+00,8.595482396762767507e+01,8.595482396762768040e-01
4.950000000000000000e+01,4.911752290647937258e+01,2.706499999999999773e+02,-2.500000000000000000e+00,8.489314241180753129e+01,8.489314241180753173e-01
4.960000000000000142e+01,4.921598197792633300e+01,2.706499999999999773e+02,-2.500000000000000000e+00,8.384460687819702684e+01,8.384460687819702551e-01
4.970000000000000284e+01,4.931443797563274956e+01,2.706499999999999773e+02,-2.500000000000000000e+00,8.280905418697182085e+01,8.280905418697181997e-01
4.979999999999999716e+01,4.941289089974254267e+01,2.706499999999999773e+02,-2.500000000000000000e+00,8.178632318882405627e+01,8.178632318882406160e-01
4.989999999999999858e+01,4.951134075039966120e+01,2.706499999999999773e+02,-2.500000000000000000e+00,8.077625473963388458e+01,8.077625473963387925e-01
5.000000000000000000e+01,4.960978752774801137e+01,2.706499999999999773e+02,-2.500000000000000000e+00,7.977869167545775042e+01,7.977869167545774687e-01
5.010000000000000142e+01,4.970823123193149229e+01,2.706499999999999773e+02,-2.500000000000000000e+00,7.879347878782918713e+01,7.879347878782918535e-01
5.020000000000000284e+01,4.980667186309401728e+01,2.706499999999999773e+02,-2.500000000000000000e+00,7.782046279936842836e+01,7.782046279936842836e-01
5.029999999999999716e+01,4.990510942137945705e+01,2.706499999999999773e+02,-2.500000000000000000e+00,7.685949233969735417e+01,7.685949233969735506e-01
5.039999999999999858e+01,5.000354390693171069e+01,2.706499999999999773e+02,-2.500000000000000000e+00,7.591041792165506763e+01,7.591041792165507118e-01
5.050000000000000000e+01,5.010197531989463471e+01,2.706499999999999773e+02,-2.500000000000000000e+00,7.497309191781127424e+01,7.497309191781127424e-01
5.060000000000000142e+01,5.020040366041209268e+01,2.706499999999999773e+02,-2.500000000000000000e+00,7.404736853727308699e+01,7.404736853727308388e-01
5.070000000000000284e+01,5.029882892862794819e+01,2.706499999999999773e+02,-2.500000000000000000e+00,7.313310380278153389e+01,7.313310380278152945e-01
5.079999999999999716e+01,5.039725112468603641e+01,2.706499999999999773e+02,-2.500000000000000000e+00,7.223015552809501116e+01,7.223015552809500806e-01
5.089999999999999858e+01,5.049567024873019250e+01,2.706499999999999773e+02,-2.500000000000000000e+00,7.133838329565502079e+01,7.133838329565501679e-01
5.100000000000000000e+01,5.059408630090424452e+01,2.706499999999999773e+02,-2.500000000000000000e+00,7.045764843453108028e+01,7.045764843453108384e-01
5.110000000000000142e+01,5.069249928135201344e+01,2.706499999999999773e+02,-2.500000000000000000e+00,6.958781399864136574e+01,6.958781399864136796e-01
5.120000000000000284e+01,5.079090919021729889e+01,2.706499999999999773e+02,-2.500000000000000000e+00,6.872874474524604693e+01,6.872874474524605093e-01
5.129999999999999716e+01,5.088931602764390760e+01,2.706499999999999773e+02,-2.500000000000000000e+00,6.788030711370861070e+01,6.788030711370861559e-01
5.139999999999999858e+01,5.098771979377562502e+01,2.706499999999999773e+02,-2.500000000000000000e+00,6.704236920452338211e+01,6.704236920452337767e-01
5.150000000000000000e+01,5.108612048875624367e+01,2.704088626314825206e+02,-2.741137368517456707e+00,6.621447991321346649e+01,6.621447991321346427e-01
5.160000000000000142e+01,5.118451811272951346e+01,2.701333492843573367e+02,-3.016650715642640534e+00,6.539601748327054054e+01,6.539601748327054098e-01
5.170000000000000284e+01,5.128291266583921981e+01,2.698578445356501447e+02,-3.292155464349832528e+00,6.458687725283240866e+01,6.458687725283240866e-01
5.179999999999999716e+01,5.138130414822909842e+01,2.695823483849584932e+02,-3.567651615041484092e+00,6.378696208669874324e+01,6.378696208669873968e-01
5.189999999999999858e+01,5.147969256004291339e+01,2.693068608318798169e+02,-3.843139168120160321e+00,6.299617576771175465e+01,6.299617576771175953e-01
5.200000000000000000e+01,5.157807790142439330e+01,2.690313818760116646e+02,-4.118618123988312618e+00,6.221442298896661782e+01,6.221442298896662226e-01
5.210000000000000142e+01,5.167646017251725965e+01,2.687559115169516417e+02,-4.394088483048335547e+00,6.144160934608042623e+01,6.144160934608042801e-01
5.220000000000000284e+01,5.177483937346523390e+01,2.684804497542972967e+02,-4.669550245702680513e+00,6.067764132951862166e+01,6.067764132951861678e-01
5.229999999999999716e+01,5.187321550441203044e+01,2.682049965876462920e+02,-4.945003412353685235e+00,5.992242631698079691e+01,5.992242631698079247e-01
5.239999999999999858e+01,5.197158856550134942e+01,2.679295520165961761e+02,-5.220447983403801118e+00,5.917587256584187116e+01,5.917587256584186939e-01
5.250000000000000000e+01,5.206995855687687680e+01,2.676541160407447251e+02,-5.495883959255252194e+00,5.843788920565290823e+01,5.843788920565290423e-01
5.260000000000000142e+01,5.216832547868229142e+01,2.673786886596895442e+02,-5.771311340310433025e+00,5.770838623069574425e+01,5.770838623069574069e-01
5.270000000000000284e+01,5.226668933106127923e+01,2.671032698730284096e+02,-6.046730126971567643e+00,5.698727449259688171e+01,5.698727449259688438e-01
5.279999999999999716e+01,5.236505011415749067e+01,2.668278596803589835e+02,-6.322140319640993766e+00,5.627446569299456769e+01,5.627446569299456858e-01
5.289999999999999858e+01,5.246340782811459746e+01,2.665524580812790987e+02,-6.597541918720878584e+00,5.556987237626371723e+01,5.556987237626371812e-01
5.300000000000000000e+01,5.256176247307624294e+01,2.662770650753865311e+02,-6.872934924613446128e+00,5.487340792229484521e+01,5.487340792229484787e-01
5.310000000000000142e+01,5.266011404918604910e+01,2.660016806622790568e+02,-7.148319337720920430e+00,5.418498653932783782e+01,5.418498653932783959e-01
5.320000000000000284e+01,5.275846255658766637e+01,2.657263048415545086e+02,-7.423695158445468678e+00,5.350452325684088350e+01,5.350452325684088573e-01
5.329999999999999716e+01,5.285680799542469543e+01,2.654509376128108329e+02,-7.699062387189144374e+00,5.283193391849328435e+01,5.283193391849327902e-01
5.339999999999999858e+01,5.295515036584075830e+01,2.651755789756458626e+02,-7.974421024354114707e+00,5.216713517512126685e+01,5.216713517512127085e-01
5.350000000000000000e+01,5.305348966797945565e+01,2.649002289296574872e+02,-8.249771070342490020e+00,5.151004447778822737e+01,5.151004447778823048e-01
5.360000000000000142e+01,5.315182590198438106e+01,2.646248874744437103e+02,-8.525112525556266974e+00,5.086058007088799116e+01,5.086058007088799515e-01
5.370000000000000284e+01,5.325015906799911392e+01,2.643495546096024782e+02,-8.800445390397499068e+00,5.021866098529969946e+01,5.021866098529970124e-01
5.379999999999999716e+01,5.334848916616722647e+01,2.640742303347317375e+02,-9.075769665268239805e+00,4.958420703159610810e+01,4.958420703159610587e-01
5.389999999999999858e+01,5.344681619663230521e+01,2.637989146494295483e+02,-9.351085350570429000e+00,4.895713879330389062e+01,4.895713879330388929e-01
5.400000000000000000e+01,5.354514015953787975e+01,2.635236075532939140e+02,-9.626392446706063311e+00,4.833737762021453221e+01,4.833737762021453332e-01
5.410000000000000142e+01,5.364346105502750817e+01,2.632483090459229516e+02,-9.901690954077025708e+00,4.772484562174807365e+01,4.772484562174807432e-01
5.420000000000000284e+01,5.374177888324474139e+01,2.629730191269147213e+02,-1.017698087308525601e+01,4.711946566036616701e+01,4.711946566036616657e-01
5.429999999999999716e+01,5.384009364433309486e+01,2.626977377958673401e+02,-1.045226220413263718e+01,4.652116134503719280e+01,4.652116134503719302e-01
5.439999999999999858e+01,5.393840533843609819e+01,2.624224650523789251e+02,-1.072753494762105220e+01,4.592985702475079535e+01,4.592985702475079757e-01
5.450000000000000000e+01,5.403671396569725971e+01,2.621472008960476501e+02,-1.100279910395232719e+01,4.534547778208258961e+01,4.534547778208258828e-01
5.460000000000000142e+01,5.413501952626008062e+01,2.618719453264717458e+02,-1.127805467352823143e+01,4.476794942680876233e+01,4.476794942680876188e-01
5.470000000000000284e+01,5.423332202026806215e+01,2.615966983432493862e+02,-1.155330165675059106e+01,4.419719848956927422e+01,4.419719848956927266e-01
5.479999999999999716e+01,5.433162144786468417e+01,2.613214599459788587e+02,-1.182854005402111852e+01,4.363315221558089263e+01,4.363315221558089485e-01
5.489999999999999858e+01,5.442991780919342659e+01,2.610462301342583942e+02,-1.210376986574158309e+01,4.307573855839780919e+01,4.307573855839780808e-01
5.500000000000000000e+01,5.452821110439775509e+01,2.607710089076862801e+02,-1.237899109231369721e+01,4.252488617372154067e+01,4.252488617372154334e-01
5.510000000000000142e+01,5.462650133362113536e+01,2.604957962658608039e+02,-1.265420373413917332e+01,4.198052441325818052e+01,4.198052441325818007e-01
5.520000000000000284e+01,5.472478849700699755e+01,2.602205922083803671e+02,-1.292940779161961018e+01,4.144258331862369005e+01,4.144258331862368805e-01
5.529999999999999716e+01,5.482307259469880734e+01,2.599453967348433139e+02,-1.320460326515666338e+01,4.091099361529586531e+01,4.091099361529586531e-01
5.539999999999999858e+01,5.492135362683997357e+01,2.596702098448480456e+02,-1.347979015515193169e+01,4.038568670661381788e+01,4.038568670661381588e-01
5.550000000000000000e+01,5.501963159357394062e+01,2.593950315379929634e+02,-1.375496846200701384e+01,3.986659466782419514e+01,3.986659466782419559e-01
5.560000000000000142e+01,5.511790649504411022e+01,2.591198618138764687e+02,-1.403013818612350860e+01,3.935365024017336566e+01,3.935365024017336566e-01
5.570000000000000284e+01,5.521617833139387699e+01,2.588447006720971331e+02,-1.430529932790284420e+01,3.884678682504618052e+01,3.884678682504618119e-01
5.579999999999999716e+01,5.531444710276665688e+01,2.585695481122533579e+02,-1.458045188774661938e+01,3.834593847814942791e+01,3.834593847814942724e-01
5.589999999999999858e+01,5.541271280930583742e+01,2.582944041339436581e+02,-1.485559586605631921e+01,3.785103990374214789e+01,3.785103990374214522e-01
5.600000000000000000e+01,5.551097545115477061e+01,2.580192687367666053e+02,-1.513073126323337192e+01,3.736202644891009328e+01,3.736202644891009061e-01
5.610000000000000142e+01,5.560923502845685107e+01,2.577441419203207715e+02,-1.540585807967920573e+01,3.687883409788494760e+01,3.687883409788494937e-01
5.620000000000000284e+01,5.570749154135543080e+01,2.574690236842047852e+02,-1.568097631579519202e+01,3.640139946640872637e+01,3.640139946640872370e-01
5.629999999999999716e+01,5.580574498999386890e+01,2.571939140280171614e+02,-1.595608597198281586e+01,3.592965979614130134e+01,3.592965979614130001e-01
5.639999999999999858e+01,5.590399537451548184e+01,2.569188129513566423e+02,-1.623118704864333495e+01,3.546355294911340650e+01,3.546355294911340827e-01
5.650000000000000000e+01,5.600224269506363584e+01,2.566437204538217998e+02,-1.650627954617817750e+01,3.500301740222122504e+01,3.500301740222122593e-01
5.660000000000000142e+01,5.610048695178164024e+01,2.563686365350113761e+02,-1.678136346498860121e+01,3.454799224176614558e+01,3.454799224176614558e-01
5.670000000000000284e+01,5.619872814481280443e+01,2.560935611945241135e+02,-1.705643880547586377e+01,3.409841715803641193e+01,3.409841715803640927e-01
5.679999999999999716e+01,5.629696627430044487e+01,2.558184944319587260e+02,-1.733150556804125131e+01,3.365423243993147651e+01,3.365423243993147517e-01
5.689999999999999858e+01,5.639520134038784960e+01,2.555434362469139842e+02,-1.760656375308599308e+01,3.321537896962932734e+01,3.321537896962932779e-01
