altitude_geometrique_km,altitude_geopotentielle_km,temperature_k,temperature_c,pression_pa,pression_hpa
1.880000000000000071e+01,1.874456335327718293e+01,2.166499999999999773e+02,-5.650000000000000000e+01,6.673455817534586458e+03,6.673455817534586743e+01
1.889999999999999858e+01,1.884397291200636815e+01,2.166499999999999773e+02,-5.650000000000000000e+01,6.569660078411507129e+03,6.569660078411507698e+01
1.900000000000000000e+01,1.894337935237899373e+01,2.166499999999999773e+02,-5.650000000000000000e+01,6.467481908805513740e+03,6.467481908805513058e+01
1.910000000000000142e+01,1.904278267454177964e+01,2.166499999999999773e+02,-5.650000000000000000e+01,6.366896050743403976e+03,6.366896050743403634e+01
1.919999999999999929e+01,1.914218287864144941e+01,2.166499999999999773e+02,-5.650000000000000000e+01,6.267877641421635417e+03,6.267877641421635104e+01
1.930000000000000071e+01,1.924157996482470523e+01,2.166499999999999773e+02,-5.650000000000000000e+01,6.170402207011697101e+03,6.170402207011697016e+01
1.939999999999999858e+01,1.934097393323824932e+01,2.166499999999999773e+02,-5.650000000000000000e+01,6.074445656562770637e+03,6.074445656562770779e+01
1.950000000000000000e+01,1.944036478402876966e+01,2.166499999999999773e+02,-5.650000000000000000e+01,5.979984276000150203e+03,5.979984276000150345e+01
1.960000000000000142e+01,1.953975251734295071e+01,2.166499999999999773e+02,-5.650000000000000000e+01,5.886994722217933486e+03,5.886994722217933429e+01
1.969999999999999929e+01,1.963913713332745914e+01,2.166499999999999773e+02,-5.650000000000000000e+01,5.795454017264464710e+03,5.795454017264464852e+01
1.980000000000000071e+01,1.973851863212895452e+01,2.166499999999999773e+02,-5.650000000000000000e+01,5.705339542619123677e+03,5.705339542619123705e+01
1.989999999999999858e+01,1.983789701389409288e+01,2.166499999999999773e+02,-5.650000000000000000e+01,5.616629033558949232e+03,5.616629033558949402e+01
2.000000000000000000e+01,1.993727227876951957e+01,2.166499999999999773e+02,-5.650000000000000000e+01,5.529300573613768393e+03,5.529300573613768677e+01
2.010000000000000142e+01,2.003664442690186931e+01,2.166866444269018359e+02,-5.646335557309814135e+01,5.443335248873460841e+03,5.443335248873460586e+01
2.019999999999999929e+01,2.013601345843775903e+01,2.167860134584377363e+02,-5.636398654156224097e+01,5.358739906193566640e+03,5.358739906193566327e+01
2.030000000000000071e+01,2.023537937352380922e+01,2.168853793735237900e+02,-5.626462062647618723e+01,5.275499723691999861e+03,5.275499723691999776e+01
2.039999999999999858e+01,2.033474217230663328e+01,2.169847421723065963e+02,-5.616525782769338093e+01,5.193592346368326616e+03,5.193592346368326673e+01
2.050000000000000000e+01,2.043410185493281972e+01,2.170841018549327828e+02,-5.606589814506719449e+01,5.112995798627061959e+03,5.112995798627061816e+01
2.060000000000000142e+01,2.053345842154896062e+01,2.171834584215489485e+02,-5.596654157845102873e+01,5.033688477658367447e+03,5.033688477658367333e+01
2.069999999999999929e+01,2.063281187230163027e+01,2.172828118723016075e+02,-5.586718812769836973e+01,4.955649146937602382e+03,4.955649146937602723e+01
2.080000000000000071e+01,2.073216220733741011e+01,2.173821622073373874e+02,-5.576783779266258989e+01,4.878856929841066631e+03,4.878856929841066403e+01
2.089999999999999858e+01,2.083150942680284601e+01,2.174815094268028304e+02,-5.566849057319714689e+01,4.803291303376197902e+03,4.803291303376197874e+01
2.100000000000000000e+01,2.093085353084449807e+01,2.175808535308444789e+02,-5.556914646915549838e+01,4.728932092023950645e+03,4.728932092023950418e+01
2.110000000000000142e+01,2.103019451960891217e+01,2.176801945196088752e+02,-5.546980548039110204e+01,4.655759461691232900e+03,4.655759461691232559e+01
2.119999999999999929e+01,2.112953239324260934e+01,2.177795323932425902e+02,-5.537046760675738710e+01,4.583753913771452972e+03,4.583753913771452915e+01
2.130000000000000071e+01,2.122886715189212481e+01,2.178788671518921092e+02,-5.527113284810786809e+01,4.512896279311337821e+03,4.512896279311338077e+01
2.139999999999999858e+01,2.132819879570396893e+01,2.179781987957039462e+02,-5.517180120429603107e+01,4.443167713281706710e+03,4.443167713281706455e+01
2.150000000000000000e+01,2.142752732482464495e+01,2.180775273248246151e+02,-5.507247267517536216e+01,4.374549688950670316e+03,4.374549688950670401e+01
2.160000000000000142e+01,2.152685273940065613e+01,2.181768527394006298e+02,-5.497314726059934742e+01,4.307023992357242605e+03,4.307023992357242292e+01
2.169999999999999929e+01,2.162617503957848086e+01,2.182761750395784475e+02,-5.487382496042152979e+01,4.240572716883286375e+03,4.240572716883286120e+01
2.180000000000000071e+01,2.172549422550460463e+01,2.183754942255045819e+02,-5.477450577449539537e+01,4.175178257922600096e+03,4.175178257922600267e+01
2.189999999999999858e+01,2.182481029732549160e+01,2.184748102973254618e+02,-5.467518970267451550e+01,4.110823307644571287e+03,4.110823307644571400e+01
2.200000000000000000e+01,2.192412325518760241e+01,2.185741232551875726e+02,-5.457587674481240470e+01,4.047490849851299117e+03,4.047490849851298833e+01
2.210000000000000142e+01,2.202343309923738701e+01,2.186734330992373714e+02,-5.447656690076260588e+01,3.985164154926348147e+03,3.985164154926348345e+01
2.219999999999999929e+01,2.212273982962128827e+01,2.187727398296212584e+02,-5.437726017037871884e+01,3.923826774873128215e+03,3.923826774873128187e+01
2.230000000000000071e+01,2.222204344648573837e+01,2.188720434464857192e+02,-5.427795655351425808e+01,3.863462538441652669e+03,3.863462538441652327e+01
2.239999999999999858e+01,2.232134394997715887e+01,2.189713439499771255e+02,-5.417865605002285179e+01,3.804055546341859554e+03,3.804055546341859895e+01
2.250000000000000000e+01,2.242064134024196420e+01,2.190706413402419344e+02,-5.407935865975804290e+01,3.745590166542082443e+03,3.745590166542082500e+01
2.260000000000000142e+01,2.251993561742655814e+01,2.191699356174265461e+02,-5.398006438257343120e+01,3.688051029650866894e+03,3.688051029650866752e+01
2.269999999999999929e+01,2.261922678167733736e+01,2.192692267816773040e+02,-5.388077321832267330e+01,3.631423024380830611e+03,3.631423024380830356e+01
2.280000000000000071e+01,2.271851483314068432e+01,2.193685148331406651e+02,-5.378148516685931213e+01,3.575691293092846990e+03,3.575691293092847189e+01
2.289999999999999858e+01,2.281779977196298148e+01,2.194677997719629730e+02,-5.368220022803700431e+01,3.520841227419628012e+03,3.520841227419627728e+01
2.300000000000000000e+01,2.291708159829059355e+01,2.195670815982905708e+02,-5.358291840170940645e+01,3.466858463966346335e+03,3.466858463966346449e+01
2.310000000000000142e+01,2.301636031226988166e+01,2.196663603122698589e+02,-5.348363968773011834e+01,3.413728880087840480e+03,3.413728880087840167e+01
2.319999999999999929e+01,2.311563591404718920e+01,2.197656359140471807e+02,-5.338436408595279659e+01,3.361438589740354928e+03,3.361438589740355098e+01
2.330000000000000071e+01,2.321490840376886311e+01,2.198649084037688510e+02,-5.328509159623112623e+01,3.309973939406879708e+03,3.309973939406879850e+01
2.339999999999999858e+01,2.331417778158123255e+01,2.199641777815812134e+02,-5.318582221841876390e+01,3.259321504094286865e+03,3.259321504094286581e+01
2.350000000000000000e+01,2.341344404763061604e+01,2.200634440476305826e+02,-5.308655595236939462e+01,3.209468083401596687e+03,3.209468083401596772e+01
2.360000000000000142e+01,2.351270720206333209e+01,2.201627072020633022e+02,-5.298729279793667502e+01,3.160400697657453293e+03,3.160400697657453151e+01
2.369999999999999929e+01,2.361196724502567790e+01,2.202619672450256587e+02,-5.288803275497431855e+01,3.112106584126002872e+03,3.112106584126003028e+01
2.380000000000000071e+01,2.371122417666395421e+01,2.203612241766639386e+02,-5.278877582333603868e+01,3.064573193279592942e+03,3.064573193279592900e+01
2.389999999999999858e+01,2.381047799712444046e+01,2.204604779971244284e+02,-5.268952200287554888e+01,3.017788185137435903e+03,3.017788185137435875e+01
2.400000000000000000e+01,2.390972870655341609e+01,2.205597287065533862e+02,-5.259027129344659102e+01,2.971739425668701188e+03,2.971739425668701173e+01
2.410000000000000142e+01,2.400897630509714631e+01,2.206589763050971271e+02,-5.249102369490285014e+01,2.926414983259085602e+03,2.926414983259085645e+01
2.419999999999999929e+01,2.410822079290189279e+01,2.207582207929018807e+02,-5.239177920709809655e+01,2.881803125239746805e+03,2.881803125239746777e+01
2.430000000000000071e+01,2.420746217011389589e+01,2.208574621701138767e+02,-5.229253782988610055e+01,2.837892314477194304e+03,2.837892314477194233e+01
2.439999999999999858e+01,2.430670043687940307e+01,2.209567004368793732e+02,-5.219329956312060403e+01,2.794671206023334889e+03,2.794671206023334875e+01
2.450000000000000000e+01,2.440593559334464402e+01,2.210559355933446284e+02,-5.209406440665534888e+01,2.752128643824444680e+03,2.752128643824444509e+01
2.460000000000000142e+01,2.450516763965583422e+01,2.211551676396558150e+02,-5.199483236034416223e+01,2.710253657488028693e+03,2.710253657488028622e+01
2.469999999999999929e+01,2.460439657595919272e+01,2.212543965759591629e+02,-5.189560342404081439e+01,2.669035459106541111e+03,2.669035459106541097e+01
2.480000000000000071e+01,2.470362240240091722e+01,2.213536224024009016e+02,-5.179637759759907567e+01,2.628463440136885310e+03,2.628463440136885154e+01
2.489999999999999858e+01,2.480284511912719836e+01,2.214528451191271756e+02,-5.169715488087280164e+01,2.588527168334736871e+03,2.588527168334736928e+01
2.500000000000000000e+01,2.490206472628423029e+01,2.215520647262842147e+02,-5.159793527371576261e+01,2.549216384742697301e+03,2.549216384742697272e+01
2.510000000000000142e+01,2.500128122401817876e+01,2.216512812240181631e+02,-5.149871877598181413e+01,2.510521000731308959e+03,2.510521000731309016e+01
2.519999999999999929e+01,2.510049461247521663e+01,2.217504946124751939e+02,-5.139950538752478337e+01,2.472431095091921179e+03,2.472431095091921094e+01
2.530000000000000071e+01,2.519970489180149542e+01,2.218497048918014798e+02,-5.130029510819849747e+01,2.434936911180572224e+03,2.434936911180572139e+01
2.539999999999999858e+01,2.529891206214316313e+01,2.219489120621431368e+02,-5.120108793785684043e+01,2.398028854111959845e+03,2.398028854111959873e+01
2.550000000000000000e+01,2.539811612364636773e+01,2.220481161236463379e+02,-5.110188387635363938e+01,2.361697488002373575e+03,2.361697488002373646e+01
2.560000000000000142e+01,2.549731707645722878e+01,2.221473170764571989e+02,-5.100268292354277833e+01,2.325933533261150387e+03,2.325933533261150288e+01
2.569999999999999929e+01,2.559651492072186230e+01,2.222465149207218360e+02,-5.090348507927814126e+01,2.290727863929359046e+03,2.290727863929359032e+01
2.580000000000000071e+01,2.569570965658639494e+01,2.223457096565863651e+02,-5.080429034341361216e+01,2.256071505065006022e+03,2.256071505065006022e+01
2.589999999999999858e+01,2.579490128419691786e+01,2.224449012841969022e+02,-5.070509871580307504e+01,2.221955630174097223e+03,2.221955630174097251e+01
2.600000000000000000e+01,2.589408980369952573e+01,2.225440898036995065e+02,-5.060591019630047072e+01,2.188371558686495973e+03,2.188371558686495888e+01
2.610000000000000142e+01,2.599327521524030260e+01,2.226432752152402657e+02,-5.050672478475971161e+01,2.155310753475841921e+03,2.155310753475841778e+01
2.619999999999999929e+01,2.609245751896532184e+01,2.227424575189652955e+02,-5.040754248103468171e+01,2.122764818422823737e+03,2.122764818422823652e+01
2.630000000000000071e+01,2.619163671502064972e+01,2.228416367150206270e+02,-5.030836328497935028e+01,2.090725496020962510e+03,2.090725496020962382e+01
2.639999999999999858e+01,2.629081280355234540e+01,2.229408128035523191e+02,-5.020918719644765815e+01,2.059184665024124115e+03,2.059184665024124072e+01
2.650000000000000000e+01,2.638998578470645029e+01,2.230399857847064311e+02,-5.011001421529354616e+01,2.028134338135059352e+03,2.028134338135059522e+01
2.660000000000000142e+01,2.648915565862900579e+01,2.231391556586289937e+02,-5.001084434137098356e+01,1.997566659734216046e+03,1.997566659734216188e+01
2.669999999999999929e+01,2.658832242546603908e+01,2.232383224254660092e+02,-4.991167757453396803e+01,1.967473903648142596e+03,1.967473903648142652e+01
2.680000000000000071e+01,2.668748608536357381e+01,2.233374860853635369e+02,-4.981251391463644040e+01,1.937848470956616666e+03,1.937848470956616609e+01
2.689999999999999858e+01,2.678664663846761229e+01,2.234366466384675789e+02,-4.971335336153239837e+01,1.908682887838139095e+03,1.908682887838138953e+01
2.700000000000000000e+01,2.688580408492416751e+01,2.235358040849241377e+02,-4.961419591507583959e+01,1.879969803452706856e+03,1.879969803452706856e+01
2.710000000000000142e+01,2.698495842487922047e+01,2.236349584248791871e+02,-4.951504157512079018e+01,1.851701987861494445e+03,1.851701987861494558e+01
2.719999999999999929e+01,2.708410965847875929e+01,2.237341096584787294e+02,-4.941589034152124782e+01,1.823872329982612428e+03,1.823872329982612328e+01
2.730000000000000071e+01,2.718325778586875430e+01,2.238332577858687387e+02,-4.931674221413123860e+01,1.796473835582465426e+03,1.796473835582465384e+01
2.739999999999999858e+01,2.728240280719517585e+01,2.239324028071951602e+02,-4.921759719280481704e+01,1.769499625301897140e+03,1.769499625301897083e+01
2.750000000000000000e+01,2.738154472260397654e+01,2.240315447226039396e+02,-4.911845527739603767e+01,1.742942932716625819e+03,1.742942932716625748e+01
2.760000000000000142e+01,2.748068353224110183e+01,2.241306835322410791e+02,-4.901931646775889817e+01,1.716797102431253052e+03,1.716797102431253208e+01
2.769999999999999929e+01,2.757981923625249365e+01,2.242298192362524674e+02,-4.892018076374750990e+01,1.691055588206454331e+03,1.691055588206454274e+01
2.780000000000000071e+01,2.767895183478407262e+01,2.243289518347840499e+02,-4.882104816521592738e+01,1.665711951118456454e+03,1.665711951118456469e+01
2.789999999999999858e+01,2.777808132798176288e+01,2.244280813279817437e+02,-4.872191867201823356e+01,1.640759857750501169e+03,1.640759857750501283e+01
2.800000000000000000e+01,2.787720771599147085e+01,2.245272077159914375e+02,-4.862279228400853981e+01,1.616193078415559057e+03,1.616193078415559015e+01
2.810000000000000142e+01,2.797633099895909936e+01,2.246263309989590766e+02,-4.852366900104090064e+01,1.592005485409853009e+03,1.592005485409853094e+01
2.819999999999999929e+01,2.807545117703054416e+01,2.247254511770305214e+02,-4.842454882296945584e+01,1.568191051296516434e+03,1.568191051296516392e+01
2.830000000000000071e+01,2.817456825035167967e+01,2.248245682503516605e+02,-4.832543174964831678e+01,1.544743847218969677e+03,1.544743847218969712e+01
2.839999999999999858e+01,2.827368221906838386e+01,2.249236822190683540e+02,-4.822631778093162325e+01,1.521658041243449816e+03,1.521658041243449766e+01
2.850000000000000000e+01,2.837279308332652050e+01,2.250227930833264907e+02,-4.812720691667348660e+01,1.498927896730087241e+03,1.498927896730087284e+01
2.860000000000000142e+01,2.847190084327194626e+01,2.251219008432719306e+02,-4.802809915672804664e+01,1.476547770732226354e+03,1.476547770732226361e+01
2.869999999999999929e+01,2.857100549905050002e+01,2.252210054990504773e+02,-4.792899450094949998e+01,1.454512112423264853e+03,1.454512112423264902e+01
2.880000000000000071e+01,2.867010705080802779e+01,2.253201070508079908e+02,-4.782989294919198642e+01,1.432815461550646432e+03,1.432815461550646496e+01
2.889999999999999858e+01,2.876920549869035071e+01,2.254192054986903315e+02,-4.773079450130964574e+01,1.411452446916519875e+03,1.411452446916519854e+01
2.900000000000000000e+01,2.886830084284328635e+01,2.255183008428432743e+02,-4.763169915715670300e+01,1.390417784884624325e+03,1.390417784884624375e+01
2.910000000000000142e+01,2.896739308341264874e+01,2.256173930834126224e+02,-4.753260691658735482e+01,1.369706277912770247e+03,1.369706277912770176e+01
2.919999999999999929e+01,2.906648222054423769e+01,2.257164822205442078e+02,-4.743351777945576941e+01,1.349312813110704383e+03,1.349312813110704390e+01
2.930000000000000071e+01,2.916556825438384237e+01,2.258155682543838054e+02,-4.733443174561617184e+01,1.329232360822699320e+03,1.329232360822699377e+01
2.939999999999999858e+01,2.926465118507724483e+01,2.259146511850772185e+02,-4.723534881492275872e+01,1.309459973234601193e+03,1.309459973234601193e+01
2.950000000000000000e+01,2.936373101277021647e+01,2.260137310127701937e+02,-4.713626898722978353e+01,1.289990783004762989e+03,1.289990783004762953e+01
2.960000000000000142e+01,2.946280773760852512e+01,2.261128077376085059e+02,-4.703719226239147133e+01,1.270820001918523985e+03,1.270820001918523978e+01
2.969999999999999929e+01,2.956188135973792086e+01,2.262118813597379017e+02,-4.693811864026207559e+01,1.251942919565797638e+03,1.251942919565797574e+01
2.980000000000000071e+01,2.966095187930415378e+01,2.263109518793041275e+02,-4.683904812069584978e+01,1.233354902041371361e+03,1.233354902041371304e+01
2.989999999999999858e+01,2.976001929645295263e+01,2.264100192964529299e+02,-4.673998070354704737e+01,1.215051390667471651e+03,1.215051390667471587e+01
3.000000000000000000e+01,2.985908361133005329e+01,2.265090836113300270e+02,-4.664091638866995027e+01,1.197027900738319659e+03,1.197027900738319595e+01
3.010000000000000142e+01,2.995814482408117030e+01,2.266081448240811369e+02,-4.654185517591884036e+01,1.179280020286077388e+03,1.179280020286077324e+01
3.019999999999999929e+01,3.005720293485200756e+01,2.267072029348519777e+02,-4.644279706514799955e+01,1.161803408868113138e+03,1.161803408868113152e+01
3.030000000000000071e+01,3.015625794378827251e+01,2.268062579437882391e+02,-4.634374205621173815e+01,1.144593796374850854e+03,1.144593796374850925e+01
3.039999999999999858e+01,3.025530985103565484e+01,2.269053098510356392e+02,-4.624469014896433805e+01,1.127646981858188838e+03,1.127646981858188902e+01
3.050000000000000000e+01,3.035435865673983002e+01,2.270043586567398108e+02,-4.614564134326016642e+01,1.110958832379882551e+03,1.110958832379882466e+01
3.060000000000000142e+01,3.045340436104648063e+01,2.271034043610464437e+02,-4.604659563895353358e+01,1.094525281879617296e+03,1.094525281879617218e+01
3.069999999999999929e+01,3.055244696410125727e+01,2.272024469641012274e+02,-4.594755303589874984e+01,1.078342330062473820e+03,1.078342330062473842e+01
3.080000000000000071e+01,3.065148646604982474e+01,2.273014864660497949e+02,-4.584851353395018236e+01,1.062406041305403278e+03,1.062406041305403193e+01
3.089999999999999858e+01,3.075052286703781945e+01,2.274005228670378074e+02,-4.574947713296216989e+01,1.046712543582349554e+03,1.046712543582349575e+01
3.100000000000000000e+01,3.084955616721088489e+01,2.274995561672108693e+02,-4.565044383278910800e+01,1.031258027407731106e+03,1.031258027407731070e+01
3.110000000000000142e+01,3.094858636671464325e+01,2.275985863667146134e+02,-4.555141363328536386e+01,1.016038744797973663e+03,1.016038744797973692e+01
3.119999999999999929e+01,3.104761346569471314e+01,2.276976134656947011e+02,-4.545238653430527620e+01,1.001051008250726682e+03,1.001051008250726682e+01
3.130000000000000071e+01,3.114663746429670610e+01,2.277966374642966798e+02,-4.535336253570329745e+01,9.862911897415342537e+02,9.862911897415342466e+00
3.139999999999999858e+01,3.124565836266621943e+01,2.278956583626661825e+02,-4.525434163733379478e+01,9.717557197374967473e+02,9.717557197374967259e+00
3.150000000000000000e+01,3.134467616094883979e+01,2.279946761609488135e+02,-4.515532383905116376e+01,9.574410862278813283e+02,9.574410862278813994e+00
3.160000000000000142e+01,3.144369085929015384e+01,2.280936908592901204e+02,-4.505630914070985682e+01,9.433438337711182839e+02,9.433438337711182342e+00
3.169999999999999929e+01,3.154270245783573046e+01,2.281927024578357077e+02,-4.495729754216426954e+01,9.294605625580645665e+02,9.294605625580645736e+00
3.180000000000000071e+01,3.164171095673113498e+01,2.282917109567311229e+02,-4.485828904326885436e+01,9.157879274911861103e+02,9.157879274911861600e+00
3.189999999999999858e+01,3.174071635612192210e+01,2.283907163561218852e+02,-4.475928364387809211e+01,9.023226372794249528e+02,9.023226372794249883e+00
3.200000000000000000e+01,3.183971865615362873e+01,2.284897186561535989e+02,-4.466028134384637838e+01,8.890614535484133967e+02,8.890614535484134606e+00
3.210000000000000142e+01,3.193871785697180243e+01,2.285887178569717832e+02,-4.456128214302819401e+01,8.760011899658114771e+02,8.760011899658115553e+00
3.220000000000000284e+01,3.203771395872195882e+01,2.287555990844214762e+02,-4.439440091557850110e+01,8.631394330910794679e+02,8.631394330910794110e+00
3.229999999999999716e+01,3.213670696154962059e+01,2.290327794923389320e+02,-4.411722050766104530e+01,8.504802664839323825e+02,8.504802664839324677e+00
3.239999999999999858e+01,3.223569686560029623e+01,2.293099512236807982e+02,-4.384004877631917907e+01,8.380221269643948290e+02,8.380221269643948645e+00
3.250000000000000000e+01,3.233468367101949070e+01,2.295871142788545285e+02,-4.356288572114544877e+01,8.257615793423188961e+02,8.257615793423189743e+00
3.260000000000000142e+01,3.243366737795268051e+01,2.298642686582674912e+02,-4.328573134173248604e+01,8.136952512628405429e+02,8.136952512628404577e+00
3.270000000000000284e+01,3.253264798654535639e+01,2.301414143623269695e+02,-4.300858563767300780e+01,8.018198319816866615e+02,8.018198319816866260e+00
3.279999999999999716e+01,3.263162549694298775e+01,2.304185513914403316e+02,-4.273144860855964566e+01,7.901320711657890570e+02,7.901320711657890961e+00
3.289999999999999858e+01,3.273059990929103691e+01,2.306956797460148891e+02,-4.245432025398508813e+01,7.786287777187030770e+02,7.786287777187030912e+00
3.300000000000000000e+01,3.282957122373495196e+01,2.309727994264578399e+02,-4.217720057354213736e+01,7.673068186302566573e+02,7.673068186302566929e+00
3.310000000000000142e+01,3.292853944042018810e+01,2.312499104331764954e+02,-4.190008956682348185e+01,7.561631178499034149e+02,7.561631178499034434e+00
3.320000000000000284e+01,3.302750455949217923e+01,2.315270127665780819e+02,-4.162298723342189533e+01,7.451946551832686509e+02,7.451946551832686616e+00
3.329999999999999716e+01,3.312646658109635212e+01,2.318041064270697404e+02,-4.134589357293023681e+01,7.343984652113952052e+02,7.343984652113952016e+00
3.339999999999999858e+01,3.322542550537811223e+01,2.320811914150586688e+02,-4.106880858494130848e+01,7.237716362321652923e+02,7.237716362321652497e+00
3.350000000000000000e+01,3.332438133248287215e+01,2.323582677309520363e+02,-4.079173226904794092e+01,7.133113092234434589e+02,7.133113092234435015e+00
3.360000000000000142e+01,3.342333406255604444e+01,2.326353353751568989e+02,-4.051466462484307840e+01,7.030146768274724991e+02,7.030146768274724955e+00
3.370000000000000284e+01,3.352228369574300615e+01,2.329123943480803973e+02,-4.023760565191957994e+01,6.928789823560207424e+02,6.928789823560207672e+00
3.379999999999999716e+01,3.362123023218913431e+01,2.331894446501295590e+02,-3.996055534987041824e+01,6.829015188158914498e+02,6.829015188158914285e+00
3.389999999999999858e+01,3.372017367203982019e+01,2.334664862817114681e+02,-3.968351371828850915e+01,6.730796279543033052e+02,6.730796279543032945e+00
3.400000000000000000e+01,3.381911401544040530e+01,2.337435192432331235e+02,-3.940648075676685380e+01,6.634106993237463712e+02,6.634106993237463890e+00
3.410000000000000142e+01,3.391805126253625247e+01,2.340205435351014955e+02,-3.912945646489848173e+01,6.538921693658691083e+02,6.538921693658690693e+00
3.420000000000000284e+01,3.401698541347270321e+01,2.342975591577235548e+02,-3.885244084227642247e+01,6.445215205140099215e+02,6.445215205140098824e+00
3.429999999999999716e+01,3.411591646839509906e+01,2.345745661115062717e+02,-3.857543388849370558e+01,6.352962803139469088e+02,6.352962803139469372e+00
3.439999999999999858e+01,3.421484442744876020e+01,2.348515643968565030e+02,-3.829843560314347428e+01,6.262140205625079261e+02,6.262140205625079226e+00
3.450000000000000000e+01,3.431376929077901394e+01,2.351285540141812191e+02,-3.802144598581875812e+01,6.172723564636077072e+02,6.172723564636076965e+00
3.460000000000000142e+01,3.441269105853115207e+01,2.354055349638871917e+02,-3.774446503611278558e+01,6.084689458014048569e+02,6.084689458014048924e+00
3.470000000000000284e+01,3.451160973085048056e+01,2.356825072463813342e+02,-3.746749275361864306e+01,5.998014881301376136e+02,5.998014881301376278e+00
3.479999999999999716e+01,3.461052530788229120e+01,2.359594708620703898e+02,-3.719052913792958748e+01,5.912677239803567772e+02,5.912677239803567630e+00
3.489999999999999858e+01,3.470943778977186867e+01,2.362364258113612152e+02,-3.691357418863876205e+01,5.828654340811383463e+02,5.828654340811383783e+00
3.500000000000000000e+01,3.480834717666447631e+01,2.365133720946605251e+02,-3.663662790533945213e+01,5.745924385979840281e+02,5.745924385979840565e+00
3.510000000000000142e+01,3.490725346870538459e+01,2.367903097123750626e+02,-3.635969028762491462e+01,5.664465963860512829e+02,5.664465963860513043e+00
3.520000000000000284e+01,3.500615666603983556e+01,2.370672386649115140e+02,-3.608276133508846328e+01,5.584258042583876431e+02,5.584258042583876147e+00
3.529999999999999716e+01,3.510505676881309256e+01,2.373441589526766222e+02,-3.580584104732335504e+01,5.505279962688586011e+02,5.505279962688586437e+00
3.539999999999999858e+01,3.520395377717036922e+01,2.376210705760770168e+02,-3.552892942392296050e+01,5.427511430094607476e+02,5.427511430094607903e+00
3.550000000000000000e+01,3.530284769125690048e+01,2.378979735355192986e+02,-3.525202646448067867e+01,5.350932509216914923e+02,5.350932509216915101e+00
3.560000000000000142e+01,3.540173851121791415e+01,2.381748678314101255e+02,-3.497513216858985174e+01,5.275523616217086555e+02,5.275523616217086875e+00
3.570000000000000284e+01,3.550062623719860255e+01,2.384517534641560701e+02,-3.469824653584390717e+01,5.201265512389626338e+02,5.201265512389626089e+00
3.579999999999999716e+01,3.559951086934417219e+01,2.387286304341636480e+02,-3.442136956583632923e+01,5.128139297680355639e+02,5.128139297680355924e+00
3.589999999999999858e+01,3.569839240779981537e+01,2.390054987418394603e+02,-3.414450125816051695e+01,5.056126404333965638e+02,5.056126404333965318e+00
3.600000000000000000e+01,3.579727085271070308e+01,2.392823583875899374e+02,-3.386764161241003990e+01,4.985208590668001420e+02,4.985208590668001705e+00
3.610000000000000142e+01,3.589614620422201341e+01,2.395592093718216233e+02,-3.359079062817835393e+01,4.915367934970751094e+02,4.915367934970751307e+00
3.620000000000000284e+01,3.599501846247891734e+01,2.398360516949409487e+02,-3.331394830505902860e+01,4.846586829520279593e+02,4.846586829520279416e+00
3.629999999999999716e+01,3.609388762762655745e+01,2.401128853573543438e+02,-3.303711464264563347e+01,4.778847974722111189e+02,4.778847974722110870e+00
3.639999999999999858e+01,3.619275369981007628e+01,2.403897103594681823e+02,-3.276028964053179493e+01,4.712134373363148825e+02,4.712134373363149109e+00
3.650000000000000000e+01,3.629161667917462353e+01,2.406665267016889231e+02,-3.248347329831105412e+01,4.646429324979250737e+02,4.646429324979250985e+00
3.660000000000000142e+01,3.639047656586530621e+01,2.409433343844228261e+02,-3.220666561557715113e+01,4.581716420334241207e+02,4.581716420334241313e+00
3.670000000000000284e+01,3.648933336002725270e+01,2.412201334080762933e+02,-3.192986659192368393e+01,4.517979536007869115e+02,4.517979536007868724e+00
3.679999999999999716e+01,3.658818706180557001e+01,2.414969237730555847e+02,-3.165307622694439260e+01,4.455202829090584942e+02,4.455202829090584515e+00
3.689999999999999858e+01,3.668703767134535809e+01,2.417737054797669884e+02,-3.137629452023298882e+01,4.393370731982817006e+02,4.393370731982816579e+00
3.700000000000000000e+01,3.678588518879170266e+01,2.420504785286167362e+02,-3.109952147138324108e+01,4.332467947296559032e+02,4.332467947296558819e+00
3.710000000000000142e+01,3.688472961428969654e+01,2.423272429200111162e+02,-3.082275707998886105e+01,4.272479442857203935e+02,4.272479442857203935e+00
3.720000000000000284e+01,3.698357094798439704e+01,2.426039986543562748e+02,-3.054600134564370251e+01,4.213390446803531972e+02,4.213390446803532363e+00
3.729999999999999716e+01,3.708240919002087566e+01,2.428807457320584149e+02,-3.026925426794156238e+01,4.155186442783728467e+02,4.155186442783728396e+00
3.739999999999999858e+01,3.718124434054418259e+01,2.431574841535236828e+02,-2.999251584647629443e+01,4.097853165245561513e+02,4.097853165245561868e+00
3.750000000000000000e+01,3.728007639969935383e+01,2.434342139191581680e+02,-2.971578608084180928e+01,4.041376594818705712e+02,4.041376594818705925e+00
3.760000000000000142e+01,3.737890536763144667e+01,2.437109350293680166e+02,-2.943906497063196070e+01,3.985742953787215015e+02,3.985742953787215104e+00
3.770000000000000284e+01,3.747773124448546866e+01,2.439876474845592895e+02,-2.916235251544068774e+01,3.930938701650524081e+02,3.930938701650524170e+00
3.779999999999999716e+01,3.757655403040644160e+01,2.442643512851380194e+02,-2.888564871486195784e+01,3.876950530770906198e+02,3.876950530770906234e+00
